riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"Of all the things that are broken, this makes the least noise And is always done on purpose.",bread,butter,cheese,sandwich,0
"Of all the things that are broken, this makes the least noise And is always done on purpose.",butter,bread,potatoes,sandwich,1
A sport with love and service played by singles and pairs.,five,basketball,tennis,sports,2
A sport with love and service played by singles and pairs.,basketball,tennis,forty,five,1
In what month of the year do people eat the least amount of food?,February,January,March,June,0
In what month of the year do people eat the least amount of food?,June,February,January,October,1
I have a neck but no head. I have a body but no arm. I have a bottom but no leg. What am I?,jug,bottle,whiskey,syringe,1
I have a neck but no head. I have a body but no arm. I have a bottom but no leg. What am I?,jug,bottle,syringe,jar,1
They come in a tin can and are known to cure halitosis.,Chapstick,Altoids,skittles,Reeses,1
They come in a tin can and are known to cure halitosis.,tupperware,Altoids,Chapstick,Reeses,1
"I am a solitary word, 5 letters long. Behead me, and I am still the same. Behead me again, and I am still the same. What am I?",bottom,loneliness,outside,alone,3
"I am a solitary word, 5 letters long. Behead me, and I am still the same. Behead me again, and I am still the same. What am I?",together,alone,outside,loneliness,1
"You eat this after lunch, Its sweet and taste really good but backwards it will make you stressed what is it?",sauces,pancakes,salads,desserts,3
"You eat this after lunch, Its sweet and taste really good but backwards it will make you stressed what is it?",ice cream,pancakes,desserts,salads,2
There is something which arrested for attempting but not for completing. What is it?,loneliness,death,suicide,mental illness,2
There is something which arrested for attempting but not for completing. What is it?,suicide,mental illness,loneliness,homicide,0
"""When someone asks to ""crash"" at your house, what do they want to do there?""",cuddle,mattress,sleep,wake,2
"""When someone asks to ""crash"" at your house, what do they want to do there?""",teddy bear,sleep,wake,mattress,1
I'm rough to the touch; Blood does me through veins; I can be taken in math; The path of a plane. What am I?,irritating,coarse,scratchy,broccoli,1
I'm rough to the touch; Blood does me through veins; I can be taken in math; The path of a plane. What am I?,coarse,asparagus,scratchy,irritating,0
I don't forget! What am I?,giraffe,elephant,gorilla,hippo,1
I don't forget! What am I?,elephant,gorilla,tiger,giraffe,0
I saw the dead bring forth the living. I saw the living bring forth the dead. What did I see?,birthday party,Buddha,wedding,funeral,3
I saw the dead bring forth the living. I saw the living bring forth the dead. What did I see?,hiphop,birthday party,Buddha,funeral,3
I can be told and can make you crazy. Most people don’t like me and think I’m harmful. What am I?,lie,pretend,exaggerate,mattress,0
I can be told and can make you crazy. Most people don’t like me and think I’m harmful. What am I?,teddy bear,mattress,exaggerate,lie,3
"I screech and crowd, But only you can hear. I sometimes get so loud, I fill up your whole ear. For some I'm only here for an hour, But most I stay with as long as they have power. What am I?",migraines,bronchitis,tinnitus,sleep apnea,2
"I screech and crowd, But only you can hear. I sometimes get so loud, I fill up your whole ear. For some I'm only here for an hour, But most I stay with as long as they have power. What am I?",tinnitus,noise,migraines,sleep apnea,0
"Although I'm far from the point, I'm not a mistake. I fix yours. What am I?",eraser,sharpie,fingernail,stylus,0
"Although I'm far from the point, I'm not a mistake. I fix yours. What am I?",stylus,eraser,fingernail,pencil,1
I'm smaller than your table and you but your kitchen is too small to compare to me. What am I?,Asia,Russia,China,India,2
I'm smaller than your table and you but your kitchen is too small to compare to me. What am I?,Russia,Japan,India,China,3
My legs are knives. I am a knight. I can reclaim what I lose in a fight. What am I?,crab,turtle,fish,shrimp,0
My legs are knives. I am a knight. I can reclaim what I lose in a fight. What am I?,crab,lobster,shrimp,turtle,0
Often found in doctor's offices and on pirate flags.,torso,skull,skeleton,bones,1
Often found in doctor's offices and on pirate flags.,skull,skeleton,torso,neck,0
What is a wasp's favorite article of clothing?,Thor,Ronan,Yellowjacket,Antman,2
What is a wasp's favorite article of clothing?,Ronan,quill,Thor,Yellowjacket,3
"Light as a feather, Nothing in it, Few can hold it, For even a minute.",oxygen,breath,awakening,fresh air,1
"Light as a feather, Nothing in it, Few can hold it, For even a minute.",lungs,breath,awakening,fresh air,1
I can be cracked .I can be opened .I can be found in a police station .I can be found in your attic . What am I?,defendant,estate,storage,case,3
I can be cracked .I can be opened .I can be found in a police station .I can be found in your attic . What am I?,case,storage,defendant,scenario,0
I start off dry but come out wet.  I go in light and come out heavy. What am I?,syringe,teabag,cup,rein,1
I start off dry but come out wet.  I go in light and come out heavy. What am I?,rein,runnin,cup,teabag,3
What do elves make a sandwich with?,shortbread,caramel,sandwich,pastry,0
What do elves make a sandwich with?,caramel,shortbread,cheese,sandwich,1
"""Who is ""Ne1??""",anyone,someone,everyone,never,0
"""Who is ""Ne1??""",everyone,anyone,someone,nobody,1
Some people are conscious enough to count these while some just consume them.,cals,calories,workout,caffeine,1
Some people are conscious enough to count these while some just consume them.,calories,workout,caffeine,caloric intake,0
What tree that definitely grows does not have a shadow and does not grow fruit?,genealogy,ancestor,family tree,teddy bear,2
What tree that definitely grows does not have a shadow and does not grow fruit?,pillow,genealogy,family tree,teddy bear,2
What did the hangman get his wife for her birthday?,nose ring,headband,choker,necklace,2
What did the hangman get his wife for her birthday?,headband,earrings,choker,necklace,2
"""I'm often served as a ""rack of . "" I'm often smoked or grilled, with bones in, and slathered in BBQ sauce.""",ribs,thigh,raccoon,puppy,0
"""I'm often served as a ""rack of . "" I'm often smoked or grilled, with bones in, and slathered in BBQ sauce.""",puppy,ribs,thigh,abdomen,1
What is a frog's favorite game?,overtake,leapfrog,compete,lizard,1
What is a frog's favorite game?,leapfrog,lizard,crab,overtake,0
"I know all, have seen all, yet I am not conscious. Looking back upon me shows mistakes and also good things. Looking in the middle of me shows opportunities to be exploited. Looking forward upon me shows the effects of decision.  What am I?",past,history,anthropology,writing,1
"I know all, have seen all, yet I am not conscious. Looking back upon me shows mistakes and also good things. Looking in the middle of me shows opportunities to be exploited. Looking forward upon me shows the effects of decision.  What am I?",sports,history,past,writing,1
"Out of nowhere, I can erupt.A peaceful calm, I may disrupt. My trigger, one might not expect.Those around me, I may infect. The atmosphere, I may brighten.By stimuli, I delight in. From one to the next, I vary.My echoed sentiment merry. What am I?",smile,chuckle,giggle,laugh,3
"Out of nowhere, I can erupt.A peaceful calm, I may disrupt. My trigger, one might not expect.Those around me, I may infect. The atmosphere, I may brighten.By stimuli, I delight in. From one to the next, I vary.My echoed sentiment merry. What am I?",smile,humorous,giggle,laugh,3
"My hair is blue and pink, I am human, I am daddy's lil monster. Who am I?",Deadpool,Batman,Harley Quinn,Justice League,2
"My hair is blue and pink, I am human, I am daddy's lil monster. Who am I?",Harley Quinn,riddler,Batman,Deadpool,0
"I walk, but have no legs. I sleep, but never dream. You can .rock me in a cradle, but I am not a baby and I can go around .the world faster than you can cross a room. What am I?",yo-yo,shield,see-saw,boomerang,0
"I walk, but have no legs. I sleep, but never dream. You can .rock me in a cradle, but I am not a baby and I can go around .the world faster than you can cross a room. What am I?",see-saw,black widow,yo-yo,boomerang,2
"There are many forms in which I can be, Only some you'll ever see, Of great interest are sixty of me, And similar types to this form of me. If you put me in a metal band, Some day you just may have their hand, Even though it might look grand, It might not be the best in all the land. You probably see me every day, In this form I am quite grey, But unlike what I technically am today, I can be used in a very different way. Finally meet me in a particular form, One of the strongest, above the norm, You probably won't see me in this form, I can even withstand a storm. What am I?",emissions,oxygen,co2,carbon,3
"There are many forms in which I can be, Only some you'll ever see, Of great interest are sixty of me, And similar types to this form of me. If you put me in a metal band, Some day you just may have their hand, Even though it might look grand, It might not be the best in all the land. You probably see me every day, In this form I am quite grey, But unlike what I technically am today, I can be used in a very different way. Finally meet me in a particular form, One of the strongest, above the norm, You probably won't see me in this form, I can even withstand a storm. What am I?",co2,emissions,carbon,Hydrogen peroxide,2
"Limerick has taught my children much. My history has been nobel and swift. The Mother guides most of my clan, and most of them never drift. Two Marys only lasted five years as my queen. and good Shannon's guidance is easily seen.",Germany,Australia,Ireland,France,2
"Limerick has taught my children much. My history has been nobel and swift. The Mother guides most of my clan, and most of them never drift. Two Marys only lasted five years as my queen. and good Shannon's guidance is easily seen.",Australia,Germany,England,Ireland,3
I am a shower that lights up the sky. What am I?,tornado,meteor,earthquake,asteroid,1
I am a shower that lights up the sky. What am I?,meteor,asteroid,nuke,earthquake,0
"I can bring you joy or sorrow, or everything in between. None have seen, smelt or felt me, yet many still know what I am. I have many types, but I am really just one thing. What am I?",songs,rap,music,artist,2
"I can bring you joy or sorrow, or everything in between. None have seen, smelt or felt me, yet many still know what I am. I have many types, but I am really just one thing. What am I?",songs,artist,music,guitar,2
"This small, round stone fruit that is typically bright or dark red, is often served on top of whipped cream on a milk shake.",hotswap,Florida Keys,cherry,peach,2
"This small, round stone fruit that is typically bright or dark red, is often served on top of whipped cream on a milk shake.",cherry,Florida Keys,valley,hotswap,0
Which city is three fifth chick two third cat and 50% goat?,cheese,Nyc,Chicago,sandwich,2
Which city is three fifth chick two third cat and 50% goat?,sandwich,Nyc,Boston,Chicago,3
"I tap and I spin, I wiggle and I twist, and my movements are dictated by external sounds. Who am I?",musician,stripper,knight,dancer,3
"I tap and I spin, I wiggle and I twist, and my movements are dictated by external sounds. Who am I?",archer,dancer,musician,stripper,1
Which insect prays for the other insects?,cockroach,giraffe,caterpillar,praying mantis,3
Which insect prays for the other insects?,cockroach,praying mantis,giraffe,spider,1
"What goes in dry and hard, but comes out wet and soft?",dental floss,smoking weed,mouthwash,Chewing gum,3
"What goes in dry and hard, but comes out wet and soft?",skittles,Chewing gum,dental floss,smoking weed,1
What has a heart that does not beat yet it lives?,broccoli,artichoke,asparagus,avocado,1
What has a heart that does not beat yet it lives?,avocado,tomato,artichoke,asparagus,2
What do you call a cow in a earthquake?,ice cream,valley,pint,milkshake,3
What do you call a cow in a earthquake?,ice cream,valley,Florida Keys,milkshake,3
"I live in the street. I steal food. I was put in jail, only to get out. I met a beautiful girl,I sing One Jump Ahead.Who am I?",Aquaman,Jasmine,Elsa,Aladdin,3
"I live in the street. I steal food. I was put in jail, only to get out. I met a beautiful girl,I sing One Jump Ahead.Who am I?",movie,Aladdin,Jasmine,Elsa,1
"Harley's mother had 7 children. They were named Sunday, Monday, Tuesday, Wednesday, Thursday, and Friday. What was the 7th child's name?",Batman,Harley,riddler,Jeep,1
"Harley's mother had 7 children. They were named Sunday, Monday, Tuesday, Wednesday, Thursday, and Friday. What was the 7th child's name?",Batman,Mustang,Jeep,Harley,3
These are small chicken drumsticks fried and sometimes coated in buffalo hot sauce.,legs,fangs,wings,bird,2
These are small chicken drumsticks fried and sometimes coated in buffalo hot sauce.,fangs,legs,wings,eagle,2
"I have just one, but with eight to spare,  I am usually friendly, but I sometimes act like I don't care.  What am I?",cat,dog,raccoon,kitten,0
"I have just one, but with eight to spare,  I am usually friendly, but I sometimes act like I don't care.  What am I?",cat,dog,kitten,puppy,0
"I have teeth, but cannot eat. Will you tell me who I am?",shave,hair,scrub,comb,3
"I have teeth, but cannot eat. Will you tell me who I am?",comb,brush,scrub,hair,0
"Looks can be deceiving,And they certainly were with me.Betrayal and lying,People dying,Makes no difference to me.I'd do anything to help him get that wretched boy. That would make my master's empty heart fill up with bubbling joy.Much in common I have with him,We killed the people we  loved  or not.I disguised myself for this man,I'm doing everything I can.For years and years I endured it all. Just to see that Potter's life come to a sudden halt.Who Am I?",Barty Crouch Jr,Dumbledore,Snape,Harry,0
"Looks can be deceiving,And they certainly were with me.Betrayal and lying,People dying,Makes no difference to me.I'd do anything to help him get that wretched boy. That would make my master's empty heart fill up with bubbling joy.Much in common I have with him,We killed the people we  loved  or not.I disguised myself for this man,I'm doing everything I can.For years and years I endured it all. Just to see that Potter's life come to a sudden halt.Who Am I?",Aragog,Snape,Barty Crouch Jr,Dumbledore,2
"A word I know, six letters it contains. Subtract just one, and twelve is what remains. What is the word?",five,dozens,hundreds,thousands,1
"A word I know, six letters it contains. Subtract just one, and twelve is what remains. What is the word?",dozens,five,forty,hundreds,0
I travel along with living things inside me. I am guided with a round handle and gestures of the feet. My strength is compared to horses. I am a luxury of many 'species'.,Hydrogen peroxide,oxygen,vehicle,car,3
I travel along with living things inside me. I am guided with a round handle and gestures of the feet. My strength is compared to horses. I am a luxury of many 'species'.,truck,car,oxygen,Hydrogen peroxide,1
I was crucified to keep murders out of the maze. What am I?,joker,henchman,scarecrow,leprechaun,2
I was crucified to keep murders out of the maze. What am I?,snowman,leprechaun,henchman,scarecrow,3
"When you buy me I am costly, but the only use I have is just hanging.  What am I?",earrings,scarf,jewelry,bracelets,0
"When you buy me I am costly, but the only use I have is just hanging.  What am I?",bracelets,earrings,necklace,jewelry,1
Take away my first letter and I remain the same. Take away my last letter and I remain unchanged. Remove all my letters and I’m still me. What am I?,cashier,mailman,burglar,receptionist,1
Take away my first letter and I remain the same. Take away my last letter and I remain unchanged. Remove all my letters and I’m still me. What am I?,burglar,garbage truck,mailman,cashier,2
"The warmer I am, The fresher I am.",sandwich,cheese,butter,bread,3
"The warmer I am, The fresher I am.",bread,sandwich,potatoes,cheese,0
I am a declaration of love. Beginning of a journey. With vows and a ceremony.What am I?,marry,relationship,marriage,divorce,2
I am a declaration of love. Beginning of a journey. With vows and a ceremony.What am I?,baptism,marriage,divorce,relationship,1
I am alive and growing and am used mainly for support; but when I die I can be used in a variety of ways. I am a protector of important parts. What am I?,bone,skull,ribs,flesh,0
I am alive and growing and am used mainly for support; but when I die I can be used in a variety of ways. I am a protector of important parts. What am I?,flesh,skeleton,ribs,bone,3
"I cut hair every day, but my hair stays the same. Who am I?",shave,mustache,haircut,barber,3
"I cut hair every day, but my hair stays the same. Who am I?",shave,hair,barber,mustache,2
I crumble I break but you like the way I taste. What am I?,sandwich,candy,cookie,slice,2
I crumble I break but you like the way I taste. What am I?,slice,doughnut,sandwich,cookie,3
"The words Lead and read do not rhyme. Neither do the words tear and leer. But the words Lead and read do rhyme, and the words tear and leer rhyme as well. How is this possible?",French,Spanish,English,German,2
"The words Lead and read do not rhyme. Neither do the words tear and leer. But the words Lead and read do rhyme, and the words tear and leer rhyme as well. How is this possible?",Spanish,German,language,English,3
"We meet each other in very quick a motion, Some are shocked to see such devotion. Other times with others we are .To be blunt, not quite at par.  It depends whether or not we match, If we don't, then we attach. If we do, we stay away, But if forced we go affray.  How strange it is, when we're opposing, The gap between us is speedily closing. Yet when we are the same, in fact, We don't stay close, we detract.",toothpick,magnets,cork,mother fucker,1
"We meet each other in very quick a motion, Some are shocked to see such devotion. Other times with others we are .To be blunt, not quite at par.  It depends whether or not we match, If we don't, then we attach. If we do, we stay away, But if forced we go affray.  How strange it is, when we're opposing, The gap between us is speedily closing. Yet when we are the same, in fact, We don't stay close, we detract.",toothpick,cork,giraffes,magnets,3
"I spin and hum, I'm your summer tool. Just flip the switch, and I serve to cool. What am I?",favorite,hater,fan,supporter,2
"I spin and hum, I'm your summer tool. Just flip the switch, and I serve to cool. What am I?",radiator,supporter,favorite,fan,3
"It's the only vegetable or fruit that is never sold frozen, canned, processed, cooked, or in any other form but fresh.",cheese,veggies,lettuce,sandwich,2
"It's the only vegetable or fruit that is never sold frozen, canned, processed, cooked, or in any other form but fresh.",sandwich,lettuce,fries,cheese,1
"when you make it dirty,it becomes white but when you clean it ,it becomes black.what is that?",pencil,eraser,whiteboard,blackboard,3
"when you make it dirty,it becomes white but when you clean it ,it becomes black.what is that?",profs,blackboard,whiteboard,pencil,1
"I have hands that wave you, though I never say goodbye. It's cool for you to be with me, especially when I say HI. What am I?",fan,radiator,supporter,hater,0
"I have hands that wave you, though I never say goodbye. It's cool for you to be with me, especially when I say HI. What am I?",fan,radiator,favorite,hater,0
"Seven brothers, five work all day, The other two, just play or pray.",workout,Sunday,week,day,2
"Seven brothers, five work all day, The other two, just play or pray.",month,day,Sunday,week,3
"You can find me on a face; Frequently I'm in a vase. I'm precise by definition, Yet to one man I am different.",forty,dozen,thousand,five,1
"You can find me on a face; Frequently I'm in a vase. I'm precise by definition, Yet to one man I am different.",hundred,five,forty,dozen,3
I grow up big and tall and lose my clothes in the fall. What am I?,tree,leaf,cactus,pillow,0
I grow up big and tall and lose my clothes in the fall. What am I?,leaf,cactus,teddy bear,tree,3
"Oh lord! I am not worthy! I bend my limbs to the ground. I cry, yet without a sound. Let me drink of waters deep. And in silence I will weep.",soon,sabrina,maggie,willow,3
"Oh lord! I am not worthy! I bend my limbs to the ground. I cry, yet without a sound. Let me drink of waters deep. And in silence I will weep.",maggie,sabrina,willow,promise,2
What is it that can get served but can't get eaten?,five,sports,forty,tennis,3
What is it that can get served but can't get eaten?,sports,forty,basketball,tennis,3
I can be sweet or sour. I never rhyme with other words. What am I?,brown,red,orange,grey,2
I can be sweet or sour. I never rhyme with other words. What am I?,brown,blue,orange,red,2
"Tickle with your fingers and a song it will sing. Be careful, though, you may break a string. What is it?",piano,saxophone,instrument,guitar,3
"Tickle with your fingers and a song it will sing. Be careful, though, you may break a string. What is it?",violin,saxophone,piano,guitar,3
"Inside napper, bird chaser, quick stoker, small animal killer, fish eater. What is it?",cat,puppy,kitten,dog,0
"Inside napper, bird chaser, quick stoker, small animal killer, fish eater. What is it?",kitten,cat,dog,raccoon,1
"What can go up a chimney down, but cannot go down a chimney up?",poncho,scarf,umbrella,unbrella,2
"What can go up a chimney down, but cannot go down a chimney up?",umbrella,blanket,scarf,poncho,0
"I am a bit bad but before me was the worst, and I already know that after me will be better, However im not singular but infact 24. Who am I?",Thursday,Tuesday,Wednesday,Friday,1
"I am a bit bad but before me was the worst, and I already know that after me will be better, However im not singular but infact 24. Who am I?",Tomorrow,Friday,Thursday,Tuesday,3
My first is lifted by mechanical power.My second makes an impatient one's mood sour.My whole makes one hit the sack at a strange hour. What am I?,insomnia,asparagus,hangover,jet lag,3
My first is lifted by mechanical power.My second makes an impatient one's mood sour.My whole makes one hit the sack at a strange hour. What am I?,jet lag,insomnia,asparagus,broccoli,0
What has numbers on the outside but letters inside?,mailbox,teddy bear,pillow,recycling bin,0
What has numbers on the outside but letters inside?,mailbox,teddy bear,pillow,mailman,0
"""If something is called ""bananas"" what is it?""",crazy,puppy,raccoon,awesome,0
"""If something is called ""bananas"" what is it?""",puppy,raccoon,crazy,amazing,2
"Although I offer a circuitous route.Your ultimate purpose I may amply suit. I don't get unhinged, though pushed around all day.I'd serve no purpose if I never gave way. I'm a gate of sorts, and access I'll permit.Provided, of course, security sees fit. What am I?",glut,revolving door,flashlight,stints,1
"Although I offer a circuitous route.Your ultimate purpose I may amply suit. I don't get unhinged, though pushed around all day.I'd serve no purpose if I never gave way. I'm a gate of sorts, and access I'll permit.Provided, of course, security sees fit. What am I?",revolving door,flashlight,map,glut,0
"A third from the sun, and not much else since the world's begun. Some may weigh a metric ton. Is a synonym for fun. Made a zeppelin take flight. A big thing at Isle of Wight.",Florida Keys,rock,boulder,metal,1
"A third from the sun, and not much else since the world's begun. Some may weigh a metric ton. Is a synonym for fun. Made a zeppelin take flight. A big thing at Isle of Wight.",Florida Keys,rock,valley,boulder,1
"A battle being fought on a field of plaid; 2 overlookers there were and 8 upfront soldiers each had. Each of them had 2 castles, 2 church officials, and a duo of horses, When battling correctly nothing penetrates their forces. Protecting high royalty while attacking is the point of the game, Well, c'mon, have you figured this object's name?",pencil,tic tac toe,eraser,chess board,3
"A battle being fought on a field of plaid; 2 overlookers there were and 8 upfront soldiers each had. Each of them had 2 castles, 2 church officials, and a duo of horses, When battling correctly nothing penetrates their forces. Protecting high royalty while attacking is the point of the game, Well, c'mon, have you figured this object's name?",eraser,chess board,pencil,pawns,1
"My main colors are brown, black and white. I may come in a bar or a chunk or a piece. I could have pictures on me but not with crayon or marker. What do you think I am?",caffeine,beer,ice cream,chocolate,3
"My main colors are brown, black and white. I may come in a bar or a chunk or a piece. I could have pictures on me but not with crayon or marker. What do you think I am?",caffeine,chocolate,beer,sweets,1
I get wet when u get dry.Say what am I ???,towel,washcloth,broom,pillow,0
I get wet when u get dry.Say what am I ???,pillow,toothbrush,broom,towel,3
"I always come down and never ever go up? Think, think and think! We all just love it.",unicorn,weather,snow,rain,3
"I always come down and never ever go up? Think, think and think! We all just love it.",colors,rain,weather,unicorn,1
"First I may be your servant's name; then your desires I may proclaim; And, when your mortal life is over, hold all your wealth within my power.",promise,will,soon,'ll,1
"First I may be your servant's name; then your desires I may proclaim; And, when your mortal life is over, hold all your wealth within my power.",soon,should,will,promise,2
"To have one third you must give, without me not long you shall live! What am I?",teddy bear,wake,sleep,cuddle,2
"To have one third you must give, without me not long you shall live! What am I?",sleep,mattress,cuddle,teddy bear,0
"From that which comes within itself, It builds its table on my shelf.",snake,lizard,bird,spider,3
"From that which comes within itself, It builds its table on my shelf.",praying mantis,lizard,bird,spider,3
"Given them to the girls whenever, And they'll be best friends forever. Shiny, pretty stones, Bought with massive loans.",iron,gold,diamonds,crystals,2
"Given them to the girls whenever, And they'll be best friends forever. Shiny, pretty stones, Bought with massive loans.",diamonds,emeralds,crystals,gold,0
What do you call an elephant with wings?,space shuttle,jumbo jet,broccoli,helicopter,1
What do you call an elephant with wings?,broccoli,asparagus,space shuttle,jumbo jet,3
"I am immobile yet I move, I am individual, but I reside with with my own, I am either brought up organized or disheveled, My existence brings satisfaction, other times pain.  What am I?",dentist,tooth,nail,tongue,1
"I am immobile yet I move, I am individual, but I reside with with my own, I am either brought up organized or disheveled, My existence brings satisfaction, other times pain.  What am I?",tooth,nail,tongue,gums,0
"It is something people wake to every day. Simple and easy, in a gradual way. You will crave and desire, That which water cannot provide. And which other drinks try to hide. It brings people together this is true, But it will make a dependent of you. What is it?",caffeine,beer,coffee,tea,2
"It is something people wake to every day. Simple and easy, in a gradual way. You will crave and desire, That which water cannot provide. And which other drinks try to hide. It brings people together this is true, But it will make a dependent of you. What is it?",drink,beer,coffee,caffeine,2
"I have 4 eyes, but I cannot see! What Am I?",Mississippi,Ohio,Texas,Oklahoma,0
"I have 4 eyes, but I cannot see! What Am I?",Mississippi,Oklahoma,Ohio,Alabama,0
I attach to your hip and I sing all day. All I want to do is play.,recorder,tv,radio,television,2
I attach to your hip and I sing all day. All I want to do is play.,television,radio,broadcaster,tv,1
"Fifty is my first, my second is the third in fourth, and my end is the end of an ending. With a nut I become a nut that isn't, and without one I move.",infinity,strap,carry,lug,3
"Fifty is my first, my second is the third in fourth, and my end is the end of an ending. With a nut I become a nut that isn't, and without one I move.",lug,cone,infinity,strap,0
"We're white and used for cutting and grinding. When we're damaged, humans usually remove or fill us. For most animals we are useful tools. What are we?",tongue,dentist,mouth,teeth,3
"We're white and used for cutting and grinding. When we're damaged, humans usually remove or fill us. For most animals we are useful tools. What are we?",dentist,mouth,teeth,gums,2
"If a elephant is green and a parrot it red,what color is a leaf.",red,blue,yellow,Florida Keys,0
"If a elephant is green and a parrot it red,what color is a leaf.",blue,valley,red,Florida Keys,2
I can alter the actions of a king and leave puzzled the greatest of philosophers. What am I?,mother,woman,girl,female,1
I can alter the actions of a king and leave puzzled the greatest of philosophers. What am I?,boyfriend,mother,woman,female,2
What has four eyes and runs south?,ocean,Gulf,Ozarks,Mississippi River,3
What has four eyes and runs south?,Ozarks,Mississippi River,equator,ocean,1
This food is an immature bean pod eaten as a vegetable. They are green.,spinach,asparagus,broccoli,green beans,3
This food is an immature bean pod eaten as a vegetable. They are green.,green beans,broccoli,carrots,asparagus,0
What is lighter than a feather but the world's strongest man can’t hold for Long?,fresh air,lungs,oxygen,breath,3
What is lighter than a feather but the world's strongest man can’t hold for Long?,breath,fresh air,oxygen,awakening,0
"Mary's father has five daughters; Ellie,Emma, Anne.  Who is the last daughter?",Mary,Sarah,John,David,0
"Mary's father has five daughters; Ellie,Emma, Anne.  Who is the last daughter?",John,Mary,Jesus,David,1
"I'm under your face, I'm outside your mind; A biological case, Pressure brings pain sometimes. What am I?",torso,skull,skeleton,bones,1
"I'm under your face, I'm outside your mind; A biological case, Pressure brings pain sometimes. What am I?",bones,torso,skull,neck,2
"Anna's father had 5 daughters. They were Meena, Moona, Maana, and Mina. What was the 5th daughter's name?",Emily,melissa,Sarah,Anna,3
"Anna's father had 5 daughters. They were Meena, Moona, Maana, and Mina. What was the 5th daughter's name?",melissa,Emily,Anna,Rachel,2
"Joe’s father had three son’s Snap, Crackle and?",Mike,Joe,Chris,Andrew,1
"Joe’s father had three son’s Snap, Crackle and?",Andrew,Mike,Joe,Jeff,2
I do not have eyes but I once could see. I used to have thoughts but now I'm empty. What am I?,torso,neck,skeleton,skull,3
I do not have eyes but I once could see. I used to have thoughts but now I'm empty. What am I?,neck,skull,torso,bones,1
"If a white house is white and a yellow house is yellow, what color is a green house?",asparagus,greenhouse,plants,crops,1
"If a white house is white and a yellow house is yellow, what color is a green house?",broccoli,plants,greenhouse,crops,2
Is always in front of you but cannot be seen?,future,back,past,Buddha,0
Is always in front of you but cannot be seen?,back,hiphop,Buddha,future,3
I travel for miles yet stay where I am. What am I?,gym,jog,treadmill,rower,2
I travel for miles yet stay where I am. What am I?,workout,treadmill,rower,jog,1
"If the green house is on the right side of the road, and the red house is on the left side of the road, where is the white house?",Seattle,New York,Zachary Taylor,Washington,3
"If the green house is on the right side of the road, and the red house is on the left side of the road, where is the white house?",Cleopatra,New York,Washington,Seattle,2
I'll bring out your bulls and slow your roll. I may even come out of your skull. What am I?,valley,red,Florida Keys,yellow,1
I'll bring out your bulls and slow your roll. I may even come out of your skull. What am I?,valley,blue,yellow,red,3
"I would see all anger ended; Words retracted, tensions mended. I would see your ties restored; For disagreement, I abhor. What am I?",forgiveness,amends,acknowledgement,apology,3
"I would see all anger ended; Words retracted, tensions mended. I would see your ties restored; For disagreement, I abhor. What am I?",apology,acknowledgement,resignation,forgiveness,0
"While I did live, I food did give, which many one did daily eat. Now being dead, you see they tread me under feet about the street.",sheep,meat,animal,cow,3
"While I did live, I food did give, which many one did daily eat. Now being dead, you see they tread me under feet about the street.",sheep,horse,meat,cow,3
"A horrid monster hides from the day, with many legs and many eyes. With silver chains it catches prey. And eats it all before it dies. Yet in every cottage does it stay. And every castle beneath the sky.",bird,spider,snake,praying mantis,1
"A horrid monster hides from the day, with many legs and many eyes. With silver chains it catches prey. And eats it all before it dies. Yet in every cottage does it stay. And every castle beneath the sky.",spider,snake,lizard,praying mantis,0
These begin your sentences and are home to your leaders.,capital,capitol,wall,economic power,0
These begin your sentences and are home to your leaders.,capital,wall,capitol,stairs,0
"Can you identify what the riddle is talking about?  Such manners! They visit every single house.And wish to stay and eat. When they get their food, They tread it with their feet. We wish these visitors would go away, They don't say thank you, They never pay.Please leave us alone!",flies,cashew,lands,yogurt,0
"Can you identify what the riddle is talking about?  Such manners! They visit every single house.And wish to stay and eat. When they get their food, They tread it with their feet. We wish these visitors would go away, They don't say thank you, They never pay.Please leave us alone!",yogurt,lands,flies,travels,2
"""What is your ""ride""?""",car,oxygen,Hydrogen peroxide,truck,0
"""What is your ""ride""?""",car,Hydrogen peroxide,vehicle,oxygen,0
I'm what you do with a hazel nut.Take off my head and put it on my butt.Now I'm what you did with that hazel nut.What am I?,snack,eat,lungs,drink,1
I'm what you do with a hazel nut.Take off my head and put it on my butt.Now I'm what you did with that hazel nut.What am I?,oxygen,drink,lungs,eat,3
"Mary's mom has 4 kids.  April, May, and June. Who's the 4th child?",John,Jesus,Sarah,Mary,3
"Mary's mom has 4 kids.  April, May, and June. Who's the 4th child?",Sarah,Jesus,David,Mary,3
I'm here until you say I'm not. What am I?,whisper,silence,darkness,noise,1
I'm here until you say I'm not. What am I?,whisper,silence,noise,annihilation,1
"I have lot of memories, but I own nothing. What am I?",window sill,photo frame,puppy,scrapbook,1
"I have lot of memories, but I own nothing. What am I?",window sill,scrapbook,photo frame,raccoon,2
"I am in front.I lead them all.They hear my whistle.They hear my call.So quick, so neat.They don't miss a beat.I am in front.I lead them all.This band of men.They heed my call. What am I?",marching band,skeleton,drum major,trombone,2
"I am in front.I lead them all.They hear my whistle.They hear my call.So quick, so neat.They don't miss a beat.I am in front.I lead them all.This band of men.They heed my call. What am I?",skeleton,drum major,skull,trombone,1
