,question,choice_list,choice_order
3332,"I protect, I stand tall. The reason for my existence is to strike fear in all. What am I?","['A scarecrow', 'A security camera', 'A guard dog', 'A lion']",[0]
3333,If one train in New York is going 1206 mph and one in Florida goes 305 mph which one will get to Cuba first?,"[""Neither, trains don't travel over water."", '""Both trains will get to Cuba at the same time""', '""The train in New York""', '""The train in Florida""']",[0]
3334,"Those who make me are likely to break me, what am I?","['A glass', 'A mirror', 'A vase', 'A promise']",[3]
3335,What runs around the whole yard without moving?,"['A shadow', 'A tree', 'A fence.', 'A sprinkler']",[2]
3336,"What is light as a feather, but no one can hold it for very long?","['A thought', 'A cloud', 'Your breath.', 'A whisper']",[2]
3337,Where do prehistoric reptiles like to go on vacations?,"['The fossil beach', 'The ancient island', 'The reptile retreat', 'The dino-shore!']",[3]
3338,"I have six faces but do not wear makeup, and twenty-one eyes, but cannot see. What am I?","['Puzzle', 'Coin', 'Mirror', 'Dice.']",[3]
3339,How do rodents travel in the water?,"['Using hamster floaties', 'By rat paddle', 'Through mouse swimming', 'By vole canoe.']",[3]
3340,What is more useful when it is broken?,"['A phone', 'An egg.', 'A watch', 'A pencil']",[1]
3341,"What belongs to you, but other people use it more than you?","['Your phone', 'Your car', 'Your social media accounts', 'Your name.']",[3]
3342,"There was a man who went on a trip to Mexico. The whole, round trip took four days. But he went on Wednesday and came back on Wednesday. How could this be?","['He used a teleportation device that allowed him to travel instantly.', 'He traveled through a time warp and experienced a time loop.', 'He had a twin brother who went on the trip and returned on Wednesday.', ""His horse's name was Wednesday.""]",[3]
3343,"I am tall when I'm young and short when I'm old. I can brighten your day, unless it's windy. What am I?","['A candle.', 'A rainbow', 'A tree', 'A flower']",[0]
3344,A woman goes on vacation on Friday and comes back on Monday. How was she gone for a week?,"['""She took a longer vacation.""', '""She traveled to a different time zone.""', '""She lost track of time.""', 'The week ends on Sunday.']",[3]
3345,"I have many keys, but I can't open a single door. Who am I?","['A piano.', 'A locksmith', 'A keychain', 'A safe']",[0]
3346,"A doctor and a bus driver are both in love with the same woman - a beautiful girl named Monica. The bus driver had to go on a long bus trip that would last a week. Before he left, he gave Monica seven apples. Why?","['The bus driver wanted Monica to have a healthy snack while he was away.', 'The bus driver gave Monica seven apples as a parting gift.', 'The bus driver thought Monica would enjoy the taste of the apples.', 'Because an apple a day keeps the doctor away!']",[3]
3347,This is a special kind of transportSometimes it's used in an emergencySometimes it's used by celebritiesThey are also able to fly and hoverAnd help rescue people lost at sea,"['A skateboard', 'A helicopter', 'A bicycle', 'A boat']",[1]
3348,What is the first thing you see in an emergency but you only see it twice in a lifetime?,"['A fire extinguisher', 'A siren', 'The color red', 'The letter E.']",[3]
3349,"A one-seeded fruit I may be, but all of your calendars are full of me. What am I?","['A pomegranate', 'A date.', 'A grape', 'A cherry']",[1]
3350,What rock group has been around the longest?,"['U2', 'The Rolling Stones', 'Mount Rushmore!', 'The Beatles']",[2]
3351,What was the largest island in the world before Australia was discovered?,"['Madagascar', 'Borneo', ""It was still Australia, it just wasn't discovered yet!"", 'Greenland']",[2]
3352,What can you stick between a 3 and a 4 so that the result is more than three but less than four?,"['A letter', 'A point, dot or period (3.4)', 'A symbol', 'A word']",[1]
3353,"I have a home and a big space, I have keys but I have no locks, I have lots of letters but I have no mailbox. What am I?","['A keyboard!', 'A calculator', 'A computer mouse', 'A typewriter']",[0]
3354,"I flop around on sticks and sometimes you cheer me as I do, I desperately need a white powder to do what needs to be done, and looking at me you might wonder why I look like I am about to go swimming. What am I?","['A swimmer', 'A gymnast', 'A dancer', 'A skier']",[1]
3355,"A girl is sitting in a house at night that has no lights on at all. There is no lamp, no candle, nothing. Yet she is reading. How?","['She is using a night vision device.', 'She is reading from a glowing electronic device.', 'She is using a flashlight.', ""She's blind, and is reading Braille.""]",[3]
3356,What two things can you never eat for breakfast?,"['Lunch and dinner!', 'Eggs', 'Pancakes', 'Cereal']",[0]
3357,"Three men were in a boat. It capsized, but only two got their hair wet. Why?""","['Only two men were wearing hats.', 'One of the men was bold!', 'One of the men had a waterproof hat.', 'The boat capsized but only two men fell into the water.']",[1]
3358,"What word with 4 letters can be written forward, backward or upside down, and yet can still be read from left to right?","['LEVEL', 'RACE', 'MADAM', 'NOON']",[3]
3359,"if a wheel has 64 spokes, how many spaces are there between the spokes?","['63', '128', '65', '64. The space after the 64th spoke is the same as before the first one.']",[3]
3360,What is made of water but if you put it into water it will die?,"['A boat', 'A fish', 'A watermelon', 'An ice cube.']",[3]
3361,What has a bottom at the top?,"['Head', 'Legs!', 'Ceiling', 'Hat']",[1]
3362,"When can a person drown, but still not get wet?","[""When he's trapped in a dream"", ""When he's stuck in a time loop"", ""When he's lost in a desert"", ""When he's trapped in quicksand.""]",[3]
3363,"A wife decides to shoot her husband. She does so, then holds him underwater for more than 5 minutes. Finally she hangs him. 10 minutes later they both go out to lunch. How is this possible?","['The husband was already dead before the wife shot him', 'The woman shot a photo of the husband, they developed the photo in water and hanged it to dry.', 'The wife shot her husband with a tranquilizer dart', 'The wife shot her husband with a water gun']",[1]
3364,"A boy was at a carnival and went to a booth where a man said to the boy, ""If I write your exact weight on this piece of paper then you have to give me $10, but if I cannot, I will pay you $10."" The boy looked around and saw no scale so he agrees, thinking no matter what the carny writes he'll just say he weighs more or less. In the end the boy ended up paying the man $10. How did the man win the bet?","['""He used a hidden scale to weigh the boy.""', '""He guessed the boy\'s weight correctly.""', 'He wrote ""Your exact weight."" on the paper.', '""He tricked the boy into revealing his weight.""']",[2]
3365,"Two girls have the same parents and were born at the same hour of the same day of the same month, but they are not twins. How can this be possible?","['They were born in different hospitals.', 'They were born in different countries.', 'They were not born in the same year.', 'They were born in different cities.']",[2]
3366,The ages of a father and son add up to 66. The father's age is the son's age reversed. How old could they be?* There are THREE possible solutions,"['45 and 1542 and 2460 and 06', '51 and 1542 and 2460 and 10', '51 and 1542 and 2460 and 12', '51 and 1542 and 2460 and 06']",[3]
3367,Arnold Schwarzenegger's is really long. Michael J. Fox's is really short. Mickey Mouse's isn't human. Madonna doesn't have one. What is it?,"['A last name.', 'A stage name', 'A middle name', 'A nickname']",[0]
3368,"What four letter word that ends in ""k"" means the same as intercourse?","['Talk.', 'Speak', 'Chat', 'Converse']",[0]
3369,"This city might as well be named ""Armed conflict cutting tool.""","['""Beirut (Lebanon)""', 'Warsaw (Poland)', '""Damascus (Syria)""', '""Baghdad (Iraq)""']",[1]
3370,"This city can be also named as: ""Father goes after container for carrying things.""","['Baghdad (Iraq)', '""Tehran (Iran)""', '""Riyadh (Saudi Arabia)""', '""Cairo (Egypt)""']",[0]
3371,"This city can be just as well called: ""Supply Residence"".","['""Store City""', '""Inventory House""', 'Stock-Holm! (Sweden)', '""Warehouse Town""']",[2]
3372,"City name sounds like: ""Sprouts' first name.""","['""Paris (France)""', '""Rome (Italy)""', 'Brussels (Belgium)', '""Berlin (Germany)""']",[2]
3373,"Which city name can also be represented by: ""Insane to move""","['""Bonkersburg""', '""Lunatic-ville""', '""Crazy-town""', 'Mad-rid! (Spain)']",[3]
3374,"Which city can be also named: ""Rooster appears after sudden loud noise.""","['""Cock-a-doodle-doo (France)""', '""Squawkville (Australia)""', 'Bangkok (Thailand)', '""Clucktown (USA)""']",[2]
3375,What do you answer even though it never asks you questions?,"['A mirror', 'A clock', 'A doorbell. (Or a phone)', 'A television']",[2]
3376,What do you bury when it's alive and dig up when it's dead?,"['A secret', 'A pet', 'A treasure', 'A plant.']",[3]
3377,Who was the smartest man in the Bible?,"['Daniel', 'Solomon', 'Abraham. He knew a Lot.', 'Moses']",[2]
3378,"As a stone inside a tree, I'll help your words outlive thee. But if you push me as I stand, the more I move the less I am.What am I?","['A pen', 'A typewriter', 'A pencil.', 'A computer']",[2]
3379,"Take away my first letter, then take away my second letter. Then take away the rest of my letters, yet I remain the same. What am I?","['A ghost', 'A letter', 'A postman.', 'A mailbox']",[2]
3380,"I live in my little house all alone. There are no windows or doors, and if I want to go out I have to break through the wall. What am I?","['A hermit crab', 'A prisoner', 'A seed', 'An unhatched chick.']",[3]
3381,What is it that can never be put in a saucepan?,"['The handle', 'The stove', 'The recipe', 'The lid.']",[3]
3382,What smells bad when alive but smells good when dead?,"['Durian', 'Limburger cheese', 'Stinky tofu', 'Bacon!']",[3]
3383,"You throw away the outside, eat the inside, then throw away the inside. What is it?","['Watermelon', 'Apple', 'Banana', 'Corn on the cob.']",[3]
3384,"It has existed for millions of years, but is never more than a month old. What is it?","['The sun', 'A rock', 'A tree', 'The moon.']",[3]
3385,You can hold it without using your hands or your arms. What is it?,"['Your breath.', 'Your thoughts', 'A secret', 'A memory']",[0]
3386,"What begins with T, ends with T, and has T in it?","['A teapot.', 'A towel', 'A table', 'A trumpet']",[0]
3387,What can rise without ever sleeping?,"['Moon', 'Sun', 'Clouds', 'Bread.']",[3]
3388,"You want Bob to have your phone number, but for some reason you can't ask him directly. You have to write Bob a note, and pass it to him through Lucy. Lucy can give you a note back with Bob's reply, but you don't want Lucy to know your phone number herself.What will you write on the note to Bob?","['Ask Lucy to give Bob a blank note and tell him to write his contact information on it, without mentioning your phone number.', 'Write a code or symbol that only Bob would understand, indicating that he should contact you.', ""This has several options for a creative mind. Our solution? Ask Bob to call you at a certain time, that way you'll know it's him and you can save the phone number."", 'Ask Lucy to give Bob your email address instead of your phone number.']",[2]
3389,"You're on a ski lift, going from the bottom of the mountain to the top. How many chairs from the other side will you pass by? A few choices:1. Half of them2. 2/3 of them3. All of them (but yours)4. 3/4 of them(The 'Google Riddles' are interview questions those who wish to get hired were asked).","['The answer is C - all of them but yours.The chairs are in a giant loop, with several stopping places on the way to the top, and you will see all the chairs probably more than once before you get up there.', 'None of them', '1/3 of them', 'Half of them']",[0]
3390,If you pile up coins one on top of another until they get as high as the Empire State Building - would you be able to fit them all into one average sized room?(The 'Google Riddles' are interview questions those who wish to get hired were asked).,"['Yes, you could. However, it would require a specially designed room with extra space to accommodate the height of the coins.', ""No, you couldn't. The Empire State Building is much taller than an average room, so there wouldn't be enough space to fit all the coins in one room."", ""It's impossible to say. We don't have enough information about the size of the coins or the average room to determine if they would all fit."", 'Yes, you could.How do we know this? If the Empire State Building is about 100 levels tall, and each level is about an average room in height, that means we can divide the giant pile into 100 piles of one level each. Would 100 piles of coins fit in a room? Of course it will, with lots of room for more.']",[3]
3391,"You're a pirate captain and your crew is about to divvy up the gold you've plundered. They are waiting for your wisdom on the subject. However, if less than half the pirate crew agree with your division of the gold, they will make you ""walk the plank"".How would you divvy up the gold in a way that will keep you alive and with your pockets full of gold?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","[""Divide the gold based on each pirate's contribution to the plundering. Those who worked harder or took more risks should receive a larger share, while those who contributed less will receive less. This fair distribution will minimize any potential resentment and decrease the chances of being forced to walk the plank."", ""Share the gold with only 51% of the pirates. The other 49% will want to kill you but who cares - they're the minority!  This way you'll get the max amount of gold with the majority of pirates voting to keep you alive."", 'Offer a larger share of the gold to the most influential and powerful pirates. By appeasing the leaders, you can ensure their support and prevent them from turning against you.', 'Share the gold equally among all the pirates. This way, no one will feel cheated and there will be no reason for them to make you walk the plank.']",[1]
3392,"You're sitting in a car. The car has helium balloons tied to its floor. The windows in the car are closed and locked and the Air conditioner isn't working. What will happen to the balloons when you press on the gas? Will they move forward, stay in place, move backwards...?","[""They will stay in place. The balloons are tied to the car's floor"", ""The answer is they will move forwards. Because helium is lighter than air, it will go where air isn't. When the car is pushed forward the air moves backwards, so the helium balloons will move to where the air is not - forward."", 'They will move backwards. Because helium is lighter than air', ""They will move sideways. The helium balloons will be pushed to the side due to the air pressure created by the car's movement.""]",[1]
3393,"You have a 4 minute sand clock and a 7 minute sand clock, you need to measure 9 minutes while using both of them. What's your first move?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","['Start both the 4 minute and 7 minute sand clocks at the same time. When the 4 minute sand clock runs out, flip it over. When the 7 minute sand clock runs out, you will have measured 11 minutes.', 'Turn over the 4 minute sand clock and start the 7 minute sand clock. When the 4 minute sand clock runs out, flip it over again. When the 7 minute sand clock runs out, you will have measured 11 minutes.', 'Turn them over together. Then, the 4 minute one is done you immediately flip it over. The rest of the time until 7 runs out is exactly 3 minutes.', 'Start the 4 minute sand clock and the 7 minute sand clock at the same time. When the 4 minute sand clock runs out, flip it over. When the 7 minute sand clock runs out, you will have measured 14 minutes.']",[2]
3394,"You put a glass of water on a record turntable and begin slowly increasing the speed. What happens first -- does the glass slide off, tip over, or does the water splash out?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","['The water will splash out first', 'The glass will slide off first', 'Depends on the amount of water in it.A glass with almost no water will not spill, while a glass almost full will spill and also fall off probably due to the weight of the water going off. In other words - there is no way to tell without knowing the amount of water in the glass.', 'The glass will tip over first']",[2]
3395,What is the angle between the big hand and the small hand when the time is 3:15?(The 'Google Riddles' are interview questions those who wish to get hired were asked).,"['270 degrees', '0 degrees.', '90 degrees', '180 degrees']",[1]
3396,"We have two soap of equal weights and a 3/4 pound weight.However, after using 1/4 of soap we place all three objects on balance as On one side of balance we place one soap (unused) and on another side, we placed used soap (i.e 3/4th of soap) and 3/4 pound weight.What is the soap weight?","['3.5 pounds', '2.5 pounds', '3 pounds.if 3/4 of a pound weigh the same as a 1 quarter of the soap, then a simple formula is soap weight = 4 X 3/4 = 3 Pounds.', '2 pounds']",[2]
3397,"Can you complete the pyramid by replacing X, Y and ""?"" with the correct number?","['35, 31, 10', '100, 65, 34', '4, 7, -3', 'The pyramid goes as follows:Row 1: 100| Row 2: 65,35| Row 3: 34,31,4 | Row 4: 10,24,7,-3']",[3]
3398,What looks like Chimpanzee but is not a Chimpanzee?,"['A gorilla', 'A monkey', 'A photo of a chimpanzee!', 'A bonobo']",[2]
3399,Which circus performers can see in the dark?,"['The Acro-Bats!', 'The Tightrope Walkers', 'The Clowns', 'The Jugglers']",[0]
3400,"Casey buys a bracelet. She pays for the bracelet and pays $0.72 in sales tax. The sales tax rate is 6%.What is the original price of the bracelet, before tax?","['$11.25 ', '$13.50', 'The bracelet originally cost $12', '$10.50']",[2]
3401,"One snowy night, Detective Anderson was in his house reading a book. All of a sudden a stone came crashing through his window, breaking it. Anderson got up and looked out the window just in time to see three neighborhood brats who were brothers run around a corner. Their names were Alan Jones, Mark Jones and Peter Jones.Not knowing of Anderson's reputation as a genius detective, the two innocent brats teased him by sent a note with clue on Anderson's front door.The note reads ""? Jones. He broke your window.""Which one of the three Jones brothers should Anderson question about the incident?","['Peter Jones', 'Alan Jones', ""He should question Mark Jones.The ? is literally the words 'question mark' and then Jones is the last name."", 'None of the above']",[2]
3402,"A woman killed her own sister. During the interrogation, she told a story that she just attended her own mother's funeral few days before the crime took place. While at the funeral, she said that she met this guy whom she did not know. She thought this guy was amazing, so much her dream guy she believed him to be just that! She fell in love with him right there, but never asked for his number and could not find him. A few days later, she killed her sister.Although this woman has confessed to the crime, police are still intriguing by the story, especially because she won't tell them her motive. Hearing this tragic story, with his psychological education background, Detective Anderson easily guessed the woman's motive.Why the woman killed her own sister?","[""She killed her sister because she believed her sister was the reason she couldn't find the man she fell in love with at the funeral."", 'She killed her sister as a way to cope with the grief of losing her mother.', 'She killed her sister out of jealousy because her sister was getting more attention at the funeral.', ""She's a psychopath and killed her sister so she could meet the man again at the funeral.""]",[3]
3403,"Old Mr. Smith was found dead in his study by young Jack. Jack recounted his dismal discovery to Detective Anderson, who happened to be around the scene.""I was walking by Mr. Smith's house when I thought I would just pop in for a visit. I noticed his study light was on and I decided to peek in from the outside to see if he was in there. There was frost on the window, so I had to wipe it away to see inside. That is when I saw his body. So I kicked in the front door to confirm my suspicions of foul play. I called the police immediately afterward."" With a clue from Detective Anderson, the police officers immediately arrested Jack for the murder of Mr. Smith. How could the detective tell Jack was lying?","[""Detective Anderson discovered that Mr. Smith's study light was not actually on, contradicting Jack's statement about seeing the light on from outside."", ""Detective Anderson found evidence of forced entry from a different point of entry, contradicting Jack's claim that he kicked in the front door."", 'Detective Anderson noticed that there were no footprints leading up to the front door, indicating that Jack did not actually kick it in.', 'Frost forms on the inside of the window, not the outside... So Jack was lying when he said he wiped it off to see inside.']",[3]
3404,"I am first on earth, the second in heaven.I appear twice a week, though you only see me once in a year.What am I?","['The number 7', 'The color blue', 'The planet Mars', 'The letter E.']",[3]
3405,"This was Gollum's final riddle from The Hobbit:""This thing all things devours;Bird, beasts, trees, flowers;Gnaws iron, bites steel;Grinds hard stones to meal;Slay king, ruins town,and beats a mountain down.""","['Life', 'Death', 'Time.', 'Darkness']",[2]
3406,There is a house you go in blind and come out seeing. What is it?,"['A hospital', 'A school!This riddle is 4000 years old btw!', 'A library', 'A movie theater']",[1]
3407,"A hobo picks up cigarette butts from the ground and can make a cigarette with 4 butts. If he finds 16 cigarette butts, how many cigarettes can he make?","['He can make 5 cigarettes. He makes four from the 16 butts and then another one from the 4 butts left from his smoking.', 'He can make 4 cigarettes. He makes four from the 16 butts and does not have any left to make another one.', 'He can make 3 cigarettes. He makes four from the 16 butts but cannot make any more with the 4 butts left from his smoking.', 'He can make 6 cigarettes. He makes four from the 16 butts and then two more from the 4 butts left from his smoking.']",[0]
3408,"There are a number of books on a shelf. If one book is the 4th from the left and 6th from the right, how many books are on the shelf?","['There are 9 books on the shelf.', 'here are 8 books on the shelf', 'here are 10 books on the shelf', 'here are 7 books on the shelf']",[0]
3409,"An ant gets onto one end of a tight rope that is 1 meter long. The ant is traveling at 1 centimeter per second, but the entire rope is being stretched an extra 1 meter (1,000 centimeters) a second (it can be stretched forever).Will the ant ever reach the other end of the rope?","[""Yes, the ant will reach the other end of the rope because even though the rope is stretching, the ant's speed remains constant and she will eventually cover the entire length of the rope."", 'No, the ant will never reach the other end of the rope because the rope is constantly stretching and getting longer at a faster rate than the ant can crawl.', 'She will reach the end of the rope eventually. Once she gets onto the rope, the rope behind her also stretches, so this must also be accounted for.', ""It is impossible to determine whether the ant will reach the other end of the rope as it depends on various factors such as the rate of stretching and the ant's crawling speed.""]",[2]
3410,There are two planes. One is going from Los Angeles to Japan at a speed of 600 MPH. The other is traveling from Japan to Los Angeles at a speed of 500 MPH.When the planes meet which one will be closer to Japan?,"['t is impossible to determine which plane will be closer to Japan', 'he plane going from Japan to Los Angeles will be closer to Japan', 'he plane going from Los Angeles to Japan will be closer to Japan', 'Trick question  - They will be the same distance away when they meet.']",[3]
3411,What's the angle between minute hand and hour hand at a quarter past three?,"['15 degrees', '20 degrees', '10 degrees', ""7.5 degrees.The minute hand is pointing directly at the '3'. The hour hand is 1/4 of the way between the '3' and '4'. Since there are 12 numbers the angle between each number is 30 degrees. So the angle between the hands are 30 degrees * 1/4 = 7.5 degrees.""]",[3]
3412,"If you randomly choose one of the following answers to this question, what is your chance of getting it right?A) 50%B) 25%C) 0%D) 25%","['0%. No matter which answer you choose you are incorrect. All of the answers create a logic loop.', '75% ', '10%', '33.33%']",[0]
3413,"If 1/2 of 5 is 3, then what is 1/3 of 10?","['6', '5', '2', '4.']",[3]
3414,There is a 5 gallon and a 3 gallon bottle. You also have a hose with unlimited water. How are you gonna make the 5 gallon have 4 gallons using your items? (You don't know the exact dimensions of a gallon),"['You fill the 3 gallon up and pour it into the 5 gallon. Then fill the 3 gallon up again and pour it into the 5 gallon. Now you have 6 gallons in the 5 gallon.', 'You fill the 3 gallon up and pour it into the 5 gallon. Then fill the 5 gallon up again and pour it into the 3 gallon. Now you have 7 gallons in the 3 gallon.', 'You fill the five gallon up and pour it into the 3 gallon. The dump the 3 gallon out and pour what was left in the 5 gallon into the 3 gallon so that you have 2 gallons in the 3 gallon. Then fill the 5 gallon up and pour it into the 3 gallon to fill it up. Now you have 4 gallons in the 5 gallons.', 'You fill the 5 gallon up and pour it into the 3 gallon. Then fill the 5 gallon up again and pour it into the 3 gallon. Now you have 8 gallons in the 3 gallon.']",[2]
3415,What number do you get when you multiply all of the numbers on a telephone's number pad?,"[""Zero. At some you'll have to multiply by 0 and then everything after that will be 0."", '""Infinity. As you keep multiplying', '""Ten. The number 0 is not multiplied by anything', '""One. The number 1 is not multiplied by anything']",[0]
3416,What moves across the land but never has to steer?It has delivered our goods year after year.What is it?,"['Boat', 'Truck', 'Train', 'Plane']",[2]
3417,I twist and turn and leave a loop you are happy to use.What am I?,"['A necklace', 'A shoelace.', 'A hair tie', 'A rubber band']",[1]
3418,"A doctor and a bus driver are in love with the same woman, Sarah. The bus driver had to go on a long trip that would take a week. Before he left, he gave Sarah 7 apples. Why did he do that?","['The bus driver wanted to show his affection for Sarah by giving her a healthy snack for the week.', 'An apple a day keeps the doctor away!', ""The bus driver knew that Sarah loved apples and wanted to surprise her with a week's supply."", 'The bus driver wanted to ensure that Sarah had enough fruit to stay healthy while he was away.']",[1]
3419,We are four brothers who always stand the same distance from each other. We run and we run but never reach each other. What are we?,"['Stars', 'Cars', 'Trees', 'Wheels.']",[3]
3420,"I never was, am always to be,No one ever saw me, nor ever will,And yet I am the confidence of all,To live and breathe on this terrestrial ball.What am I?","['Forever', 'Yesterday', 'Tomorrow.', 'Now']",[2]
3421,"If eleven plus two equals one, what does nine plus five equal?","[""10 o'clock"", ""11 o'clock plus 2 hours = 1 o'clock9 o'clock plus 5 hours = 2 o'clock"", ""3 o'clock"", ""12 o'clock""]",[1]
3422,"Given two 2s, ""plus"" can be changed to ""times"" without changing the results: 2 + 2= 2 x 2.The solution with three numbers is easy too: 1 + 2 + 3= 1 x 2 x 3.Now find the answer for 4 numbers and for 5 numbers.","['2 + 2 + 2 + 2 = 2 x 2 x 2 x 2', 'For 4 numbers:1 + 1 + 2 + 4= 1 x 1 x 2 x 4.For 5 numbers:1 + 1 + 1 + 2 + 5= 1 x 1 x 1 x 2 x 4 1 + 1 + 1 + 3 + 3= 1 x 1 x 1 x 2 x 41 + 1 +2 + 2 + 2= 1 x 1 x 2 x 2 x 2', '1 + 1 + 1 + 1 = 1 x 1 x 1 x 1', '1 + 2 + 3 + 4 = 1 x 2 x 3 x 4']",[1]
3423,"David was known as being lazy. He agreed to work on a job for his brother-in-law for thirty hours at eight dollars an hour, on the condition that he would forfeit ten dollars per hour for every hour that he idled. At the end of the thirty hours David wasn't owed any money and didn't owe his brother-in-law any money either. How many hours did Larry work and how many hours did he idle?","['Lazy David worked 20 hours and idled 10 hours. 20 hours, at $8.00 an hour amounts to the same amount as 10 hours at $10.00 per hour.', 'Lazy David worked 15 hours and idled 15 hours. 15 hours, at $8.00 an hour amounts to the same amount as 15 hours at $10.00 per hour.', 'Lazy David worked 12 hours and idled 18 hours. 12 hours, at $8.00 an hour amounts to the same amount as 18 hours at $10.00 per hour.', 'Lazy David worked 16-2/3 hours and idled 13-1/3 hours. 16 and 2/3 hours, at $8.00 an hour amounts to the same amount as 13 and 1/3 hours at $10.00 per hour.']",[3]
3424,You live in a one storey house made entirely of redwood. What color would the stairs be?,"['Brown', 'What stairs? You live in a one storey house.', 'None', 'Red']",[1]
3425,Lifeless eyes on my smiling face and watch your child's sleeping place. In their dreams they hold me tight. What am I?,"['A pillow', 'A nightlight', 'A teddy bear.', 'A blanket']",[2]
3426,My neighbor makes mistakes. I get rid of them. what am I?,"['A whiteout tape', 'A correction pen', 'An eraser.', 'A delete button']",[2]
3427,"I am green skinned, ugly and come out at night with an old broom. Who am I?","['A witch.', 'A goblin', 'A troll', 'A vampire']",[0]
3428,I'm the son of water but when I return to water I die. What am I?,"['Steam', 'Snow', 'Ice', 'Frost']",[2]
3429,"I use electricity and I killed my father. I am a king. I have a lot of girlfriends, but I also have a wife. Who am I?","['Hades', 'Poseidon', 'Thor', 'Zeus']",[3]
3430,"I do not speak, but there is no word I cannot make. What am I?","['The alphabet.', 'Silence', 'A computer', 'The dictionary']",[0]
3431,How far can a dog run into the woods?,"[""Only halfway, after that, he's running OUT of the woods."", '""Until it reaches the end of the woods""', '""Until it gets tired""', '""As far as it wants to""']",[0]
3432,"I am good at concealing what's real and hide what's true.Sometimes, I bring out the courage in you!What am I?","['Makeup.', 'Deception', 'Mask', 'Illusion']",[0]
3433,I always have to work with something in my eye. What am I?,"['A Camera', 'A Needle.', 'A Telescope', 'A Microscope']",[1]
3434,What is something you can hold without ever touching?,"['Your breath.', 'A thought', 'A feeling', 'A memory']",[0]
3435,When does Christmas come before Thanksgiving?,"['""After New Year\'s Day""', 'In the dictionary.', '""On December 25th""', '""Never""']",[1]
3436,"The more you take away from me, the bigger I get.What am I?","['A hole.', 'A balloon', 'A sponge', 'A cloud']",[0]
3437,"I have no life, but I can feed others before I die.","['A solar panel', 'A plant', 'A battery.', 'A candle']",[2]
3438,What has a bottom at the top?,"['Your head', 'A chair', 'Your legs.', 'A tree']",[2]
3439,What do you call a rabbit with fleas?,"['Flea Hopper', 'Bugs Bunny.', 'Itchy Bunny', 'Scratchy Rabbit']",[1]
3440,How do you go from 98 to 720 using just one letter?,"['Multiply 98 by 7 and then add 20 - (98 * 7) + 20 = 720', 'Subtract 98 from 818 - 818 - 98 = 720', 'Rearrange the digits of 98 to get 89 and then multiply by 8 - 89 * 8 = 720', 'Add an ""x"" between 90 and 8 -  Ninety x Eight = 720']",[3]
3441,"I pass before the sun and move things about, yet make no shadow. What am I?","['Light', 'Clouds', 'Wind.', 'Time']",[2]
3442,"Take two numbers, such that the square of the first, plus the square of the second, shall equal 8; while the first, plus the product of the first and second, shall equal 6.  What are the two numbers?","['3 and 1', '2 and 3', '4 and 0', '2 and 2.']",[3]
3443,"2, 3, 5, 9, 17, _ What is the next number in the sequence?","['33 - The pattern is that each number is double the previous minus 1.', '35', '41', '31']",[0]
3444,"With pointed fangs I sit and wait; with piercing force I crunch out fate; grabbing victims, proclaiming might; physically joining with a single bite. What am I?","['A stapler.', 'A knife', 'A vampire', 'A snake']",[0]
3445,A nonstop train leaves Moscow for Leningrad at 60 mph. Another nonstop train leaves Leningrad for Moscow at 40 mph. How far apart are the trains 1 hour before they pass each other?,"['120 miles (60+40+20)', '100 miles (60+40)', '80 miles (60-40)', '50 miles (60-10)']",[1]
3446,"There is a creature which could double its size every day. So, if the creature is put in a tank then it will fill the tank in 10 days.How many days would it take for the creature to fill a half and how many days to fill a quarter of the tank?","['11 days to fill half and 12 days to fill a quarter - Since the creature doubles in size every day, it would take more days to fill a half or a quarter of the tank.', '9 days to fill half and 8 days to fill a quarter - Since the creature always doubles in size.', '7 days to fill half and 6 days to fill a quarter - Since the creature doubles in size every day, it would take fewer days to fill a half or a quarter of the tank.', '5 days to fill half and 4 days to fill a quarter - Since the creature doubles in size every day, it would take even fewer days to fill a half or a quarter of the tank.']",[1]
3447,"What word in the English language does the following: The first two letters signify a male, the first three letters signify a female, the first four letters signify a great man, while the entire word signifies a great woman. What is the word?","['Heroine.He-Her-Hero-Heroine', '""Champion. Ch-Cha-Cham-Champion""', '""Gentleman. Ge-Gen-Gent-Gentleman""', '""Mistress. Mi-Mis-Mist-Mistress""']",[0]
3448,What word of five letters has one left when two are removed?,"['""Stove""', '""Bone""', '""Tone"" ', 'Stone']",[3]
3449,"What is 3/7 chicken, 2/3 cat and 2/4 goat?","['""Los Angeles""', '""Houston""', 'Chicago', '""New York""']",[2]
3450,"What 4-letter word can be written forward, backward or upside down, and can still be read from left to right?","['Moon', 'Noon.', 'Race', 'Loop']",[1]
3451,"A word I know, six letters it contains, remove one letter and 12 remains. What is it?","['""Contains""', 'Dozens.', '""Letters""', '""Remains""']",[1]
3452,What five-letter word becomes shorter when you add two letters to it?,"['""Tiny""', '""Small""', 'Short', '""Brief"" ']",[2]
3453,"A girl has as many brothers as sisters, but each brother has only half as many brothers as sisters. How many brothers and sisters are there in the family?","['""Two sisters and one brother""', '""Three sisters and two brothers""', '""Five sisters and four brothers""', 'Four sisters and three brothers']",[3]
