riddle,choice0,choice1,choice2,choice3,(index of correct choice)
I truly am cause for alarm. When you see me you can lose your house or your life. When you hear me you can also lose your job. What am I?,lightning,fire,flammable,blood,1
I truly am cause for alarm. When you see me you can lose your house or your life. When you hear me you can also lose your job. What am I?,flammable,fire,blood,flamethrower,1
"Be sure to shout for its answers are weak, but there is no language it cannot speak.",echo,sandwich,concur,resonate,0
"Be sure to shout for its answers are weak, but there is no language it cannot speak.",sandwich,echo,pretzel,concur,1
"It's not a hat, but it keeps your head dry. You wear it, because you already lost it. What is it?",ponytail,wig,hair,makeup,1
"It's not a hat, but it keeps your head dry. You wear it, because you already lost it. What is it?",hairdo,wig,hair,makeup,1
"I am black, white, and read all over. What am I?",newspaper,tabloid,journalist,Christmas,0
"I am black, white, and read all over. What am I?",newspaper,journalist,holiday,tabloid,0
"When one does not know what it is, then it is something; but when one knows what it is, then it is nothing.",maze,truth,riddle,surprise,2
"When one does not know what it is, then it is something; but when one knows what it is, then it is nothing.",truth,riddle,puzzle,maze,1
"I have buttons or a zipper, pockets, and sometimes a belt. I__l protect you from a cold wind, but you won__ need me in the summer. When you are done with me, please hang me in the closet. What am I?",shirt,jacket,scarf,coat,3
"I have buttons or a zipper, pockets, and sometimes a belt. I__l protect you from a cold wind, but you won__ need me in the summer. When you are done with me, please hang me in the closet. What am I?",shirt,sweater,scarf,coat,3
"You can tumble in it, Roll in it, Burn it, Animals eat it, Used to cover floors, Still used beyond stall doors. Freshens whatever it is placed on, Absorbs whatever is poured into it. What is it?",sawdust,hay,alfalfa,wheat,1
"You can tumble in it, Roll in it, Burn it, Animals eat it, Used to cover floors, Still used beyond stall doors. Freshens whatever it is placed on, Absorbs whatever is poured into it. What is it?",bales,hay,sawdust,wheat,1
"A dagger thrust at my own heart, Dictates the way I'm swayed. Left I stand, and right I yield, To the twisting of the blade. What am I?",spiral staircase,lock,lamp,open,1
"A dagger thrust at my own heart, Dictates the way I'm swayed. Left I stand, and right I yield, To the twisting of the blade. What am I?",spiral staircase,lamp,close,lock,3
"I live in the dark, I have no heart and I'm just like jelly, if you touch me I'll stung you.  What am I",insects,shark,jellyfish,shrimp,2
"I live in the dark, I have no heart and I'm just like jelly, if you touch me I'll stung you.  What am I",jellyfish,shrimp,crab,shark,0
"I have a brown shell on the outside. And my shape is an oval. However, I am not an egg. From a palm trees where I fall",avocado,coconut,cinnamon,cashew,1
"I have a brown shell on the outside. And my shape is an oval. However, I am not an egg. From a palm trees where I fall",hazelnut,cinnamon,coconut,avocado,2
"You use lots of me, yet right you use me when you're done. What am I?",surprise,toothpaste,truth,toilet paper,3
"You use lots of me, yet right you use me when you're done. What am I?",tampons,toilet paper,toothpaste,truth,1
"I stab you and I cut you, yet I mean you no harm! What am I?",surgery,doctor,surgeon,dentist,2
"I stab you and I cut you, yet I mean you no harm! What am I?",dentist,surgeon,patient,doctor,1
Lady Lady Lady,Congresswoman,President,First Lady,babysitter,2
Lady Lady Lady,babysitter,janitor,Congresswoman,First Lady,3
What fruit do you find in the sea?,tides,Atlantic,ocean,currents,3
What fruit do you find in the sea?,currents,Atlantic,magnetic field,ocean,0
Remove six letters from this sequence to reveal a familiar English word - BSAINXLEATNTEARS,tomatoes,bananas,apples,avocado,1
Remove six letters from this sequence to reveal a familiar English word - BSAINXLEATNTEARS,bananas,avocado,watermelon,tomatoes,0
My body has no ears or tongue. So I am not able to use phones. Tickling doesnt work on me. Because I am only made of bones. Who am I?,bones,skull,zombie,skeleton,3
My body has no ears or tongue. So I am not able to use phones. Tickling doesnt work on me. Because I am only made of bones. Who am I?,corpse,skeleton,skull,zombie,1
"I am so little you can barely see me.I'm in everything you can see. When you touch stuff you feel me too.I'm in trees and houses and you. Look everywhere and you'll see me.And my sisters and brothers very free. You can make stuff out of me.Into clay pots, food, and tea. People make stuff out of this.Even on holidays and Christmas. If you know anything about me.Then you will be the one who speeds. If you chop my head off you will see a boy named Tom.If you chop my tail off then Japan is where you came from. Answer this correctly or I'll cry.So you won't.  Who am I?",asteroid,infinity,nucleus,atom,3
"I am so little you can barely see me.I'm in everything you can see. When you touch stuff you feel me too.I'm in trees and houses and you. Look everywhere and you'll see me.And my sisters and brothers very free. You can make stuff out of me.Into clay pots, food, and tea. People make stuff out of this.Even on holidays and Christmas. If you know anything about me.Then you will be the one who speeds. If you chop my head off you will see a boy named Tom.If you chop my tail off then Japan is where you came from. Answer this correctly or I'll cry.So you won't.  Who am I?",electron,atom,nucleus,infinity,1
A clue to find where you keep things cold. Where to go next is what you'll be told.,refrigerator,pantry,freezer,fridge,3
A clue to find where you keep things cold. Where to go next is what you'll be told.,fridge,pantry,microwave,freezer,0
on which air we can sit?,wig,seat,desk,chair,3
on which air we can sit?,dandruff,desk,chair,wig,2
"What is something that can go up quite easily, but is not as easy to bring back down?",body fat,weight,muscle mass,crab,1
"What is something that can go up quite easily, but is not as easy to bring back down?",muscle mass,shrimp,crab,weight,3
What’s in a man’s pants that you won’t find in a girl’s dress?,flammable,pockets,jeans,lightning,1
What’s in a man’s pants that you won’t find in a girl’s dress?,jeans,pockets,lightning,sweater,1
I am green or brown and I have a frown. But sometimes I am yellow and my frown is upside down. What am I?,banana,avocado,peanut butter,watermelon,0
I am green or brown and I have a frown. But sometimes I am yellow and my frown is upside down. What am I?,watermelon,snack,peanut butter,banana,3
There is an apple 26 feet away from the horse. The chain is 24 feet long.How will the horse get to the apple?,easy,fun,stupid,impossible,0
There is an apple 26 feet away from the horse. The chain is 24 feet long.How will the horse get to the apple?,easy,simple,impossible,fun,0
Whats as old as Eve Its not alive its 4 weeks old but never 5???,moon,asteroid,orbit,sun,0
Whats as old as Eve Its not alive its 4 weeks old but never 5???,asteroid,jupiter,sun,moon,3
"Once upon a time there was a happy family in a dome shaped house the family consisted of a mother, a farther, a chef, a maid, a brother, a sister, and a little kitty named bubbles. The mother and father went out one night and remembered to lock the doors. When they came home the cat had sadly passed. They questioned everyone. The boy said he was playing video games with the girl, the girl also said they were playing video games. The maid said she was dusting the corners in the house and the chef said he was sharpening the knife to cut the freshly baked apple pie. Who killed bubbles?",bride,waitress,maid,babysitter,2
"Once upon a time there was a happy family in a dome shaped house the family consisted of a mother, a farther, a chef, a maid, a brother, a sister, and a little kitty named bubbles. The mother and father went out one night and remembered to lock the doors. When they came home the cat had sadly passed. They questioned everyone. The boy said he was playing video games with the girl, the girl also said they were playing video games. The maid said she was dusting the corners in the house and the chef said he was sharpening the knife to cut the freshly baked apple pie. Who killed bubbles?",janitor,maid,babysitter,waitress,1
"I'm filled with things vile and disgusting. Dirt, bacteria, and that pus thing. When some see, they want to squeeze me. Others they just laugh and tease me. Doctor they prescribe a cream. But when puberty ends most come clean. What am I?",birthmark,zit,forehead,acne scar,1
"I'm filled with things vile and disgusting. Dirt, bacteria, and that pus thing. When some see, they want to squeeze me. Others they just laugh and tease me. Doctor they prescribe a cream. But when puberty ends most come clean. What am I?",zit,blackhead,acne scar,forehead,0
"I wander about the land, never settling permanently in one place. An unconventional way of life I live, at my own pace. In my time, I struggled with a notorious and controlling mama flower. And bloomed when you let me entertain you in my finest hour. With the help of a small rodent who will point the way, My system was the first to assist you with records and instruments throughout your day. Although you might think I am harmless as I flit from here to there, I can strip and weaken giants of their green covering, which they may wear. When I am done, I leave behind a path of destruction and barren despair. I was given by a famous dame with raven hair and beautiful violet eyes, To an eccentric king who is known for telling you to beat it and often wears a disguise. I can appear quite robotic in a mysterious and scientific realm and view, And am quite the hostess during movie intermissions for which I was created to do. My final clue is that of a short lived charter member who fought for justice in a league. I am very good at blending in which adds to my intrigue. If you have solved each of the clues I have given without err, Tell me now; what is the name that we all share?",maverick,gadget,nomad,mirage,2
"I wander about the land, never settling permanently in one place. An unconventional way of life I live, at my own pace. In my time, I struggled with a notorious and controlling mama flower. And bloomed when you let me entertain you in my finest hour. With the help of a small rodent who will point the way, My system was the first to assist you with records and instruments throughout your day. Although you might think I am harmless as I flit from here to there, I can strip and weaken giants of their green covering, which they may wear. When I am done, I leave behind a path of destruction and barren despair. I was given by a famous dame with raven hair and beautiful violet eyes, To an eccentric king who is known for telling you to beat it and often wears a disguise. I can appear quite robotic in a mysterious and scientific realm and view, And am quite the hostess during movie intermissions for which I was created to do. My final clue is that of a short lived charter member who fought for justice in a league. I am very good at blending in which adds to my intrigue. If you have solved each of the clues I have given without err, Tell me now; what is the name that we all share?",maestro,gadget,maverick,nomad,3
I am a holiday known as the Festival of Lights. Jewish people light one candle on the menorah each night to remember the miracle of oil. What holiday am I?,Hanukkah,Passover,Christmas,Easter,0
I am a holiday known as the Festival of Lights. Jewish people light one candle on the menorah each night to remember the miracle of oil. What holiday am I?,Thanksgiving,Hanukkah,Christmas,Easter,1
"When someone else ate, you became full of me. What am I?",insecurity,resentment,jealousy,loneliness,2
"When someone else ate, you became full of me. What am I?",jealousy,resentment,anger,loneliness,0
I keep things green and keep kids happy during summer time. What am I?,sprayer,sprinkler,hose,lawn mower,1
I keep things green and keep kids happy during summer time. What am I?,driveway,lawn mower,sprinkler,sprayer,2
"At homes, if you look around, I am found. To stains, I am a pain. With my aid .you can make boo-boos fade. I begin to fold .when only six months old. What am I?",urea,Hydrogen peroxide,detergent,iodine,1
"At homes, if you look around, I am found. To stains, I am a pain. With my aid .you can make boo-boos fade. I begin to fold .when only six months old. What am I?",iodine,Hydrogen peroxide,bacteria,urea,1
There are 12 people on an island and one is heavier than the others. You have to figure out which Islander is the heaviest using a seesaw. But you can only use the seesaw 3 times. How do you figure out which one is heavier?,second,first,third,babysitter,1
There are 12 people on an island and one is heavier than the others. You have to figure out which Islander is the heaviest using a seesaw. But you can only use the seesaw 3 times. How do you figure out which one is heavier?,second,babysitter,janitor,first,3
If you want me you'll have to share me but if you share me I will be gone. What am I?,eg,secrecy,truth,secret,3
If you want me you'll have to share me but if you share me I will be gone. What am I?,secret,eg,surprise,secrecy,0
What wears a black suit and watches while stalking?,praying mantis,slenderman,leprechaun,fnaf,1
What wears a black suit and watches while stalking?,fnaf,leprechaun,bigfoot,slenderman,3
"What creature walks on your legs in the morning, two in the afternoon and there in the evening?",sentient,conscious,human,alien,2
"What creature walks on your legs in the morning, two in the afternoon and there in the evening?",human,lizard,alien,conscious,0
Covered in stone and sun. It's home to many but also none. What is it?,zombie,town,deck,cemetery,3
Covered in stone and sun. It's home to many but also none. What is it?,museum,cemetery,deck,zombie,1
I  live in the ocean. I move slowly. I eat clams. I have five arms.  I am a.,starfish,shrimp,crabs,crab,0
I  live in the ocean. I move slowly. I eat clams. I have five arms.  I am a.,starfish,crabs,turtle,shrimp,0
"I plow and plow, but never sow. What am I?",cow,sheep,pig,dandruff,2
"I plow and plow, but never sow. What am I?",pig,sheep,wig,dandruff,0
Asia Europe Africa Australia,Antarctica,continents,globe,Africa,1
Asia Europe Africa Australia,globe,Africa,continents,regions,2
Name three types of fish that one can never catch?,shrimp,crab,selfish,immature,2
Name three types of fish that one can never catch?,petty,selfish,crab,immature,1
"""You are in a random restaurant, and the lights suddenly switched off, and everyone was killed. The  manager said ""I was sleeping in my office."" The waiter said ""I was waiting for the food in the kitchen"" The chef said ""I was cooking food."" The Janitor said ""I was cleaning around that corner"" Who killed the people and why?""",busboy,receptionist,janitor,plumber,2
"""You are in a random restaurant, and the lights suddenly switched off, and everyone was killed. The  manager said ""I was sleeping in my office."" The waiter said ""I was waiting for the food in the kitchen"" The chef said ""I was cooking food."" The Janitor said ""I was cleaning around that corner"" Who killed the people and why?""",busboy,security guard,receptionist,janitor,3
"Slippery, wet and greasy, when its in its easy, when it out it jumps about, slippery wet and greasy. What am I?",shrimp,salmon,fish,crab,2
"Slippery, wet and greasy, when its in its easy, when it out it jumps about, slippery wet and greasy. What am I?",tuna,shrimp,fish,salmon,2
"It has a long neck, A name of a bird, Feeds on cargo of ships, It's not alive, What is it?",parachute,skyscraper,crane,helicopter,2
"It has a long neck, A name of a bird, Feeds on cargo of ships, It's not alive, What is it?",crane,helicopter,forklift,skyscraper,0
I throw the eggs; they crow immediately.,firecracker,flammable,lightning,grenade,0
I throw the eggs; they crow immediately.,firework,firecracker,lightning,grenade,1
What instrument plays from the heart?,oxygen,kidneys,lungs,liver,2
What instrument plays from the heart?,oxygen,intestines,lungs,kidneys,2
"I touch your face, I'm in your words, I'm lack of space and beloved by birds.",dandruff,wig,updraft,air,3
"I touch your face, I'm in your words, I'm lack of space and beloved by birds.",downdraft,updraft,air,wig,2
"You might pick up one of these. When you go out to a patch. Carve it, put in a candle. And then light it with a match. What is it?",coconut,carrots,tomatoes,pumpkin,3
"You might pick up one of these. When you go out to a patch. Carve it, put in a candle. And then light it with a match. What is it?",coconut,rhubarb,tomatoes,pumpkin,3
Tax rates and oil prices occasionally take these nature strolls.,backpacking,hike,kayaking,flammable,1
Tax rates and oil prices occasionally take these nature strolls.,hike,lightning,kayaking,flammable,0
IRL stands for what?,real life,video games,who?,irl,0
IRL stands for what?,irl,real life,duh,who?,1
Edible items purchased in large quantities.,pantry,supermarket,groceries,lunch,2
Edible items purchased in large quantities.,supermarket,lunch,groceries,laundry,2
What do you call a spy who sleeps with a blanket over his head?,undercover agent,truth,informant,surprise,0
What do you call a spy who sleeps with a blanket over his head?,surprise,informant,accomplice,undercover agent,3
What cannot talk but will always reply when spoken to?,pretzel,echo,sandwich,concur,1
What cannot talk but will always reply when spoken to?,resonate,echo,concur,sandwich,1
"""If you say ""ZZZ"" in response to something, what are you calling it?""",boring,uninteresting,impossible,repetitive,0
"""If you say ""ZZZ"" in response to something, what are you calling it?""",repetitive,simple,boring,uninteresting,2
"If the previous day of the day before yesterday was Friday, then what will be the next day of the day after tomorrow?",Tuesday,Wednesday,Friday,Thursday,3
"If the previous day of the day before yesterday was Friday, then what will be the next day of the day after tomorrow?",Sunday,Wednesday,Thursday,Friday,2
KIR means: Keeping it ____,good,real,who?,duh,1
KIR means: Keeping it ____,real,who?,good,fake,0
"A little pool with two layers of wall around it. One white and soft and the other dark and hard, amidst a light brown grassy lawn with an outline of a green grass. What am I?",cinnamon,cashew,coconut,avocado,2
"A little pool with two layers of wall around it. One white and soft and the other dark and hard, amidst a light brown grassy lawn with an outline of a green grass. What am I?",coconut,hazelnut,cinnamon,avocado,0
"I am a puzzle with a wordy facade. There's always an answer, even if it seems odd. Only the clever can understand my code. If you don't answer, then you'll never know. What am I?",puzzle,riddle,surprise,maze,1
"I am a puzzle with a wordy facade. There's always an answer, even if it seems odd. Only the clever can understand my code. If you don't answer, then you'll never know. What am I?",maze,riddle,surprise,truth,1
"When I take 5 and add 6, I get 11. But when I add 6 and 7, I get 1. What am I?",clock,spiral staircase,ticking,lamp,0
"When I take 5 and add 6, I get 11. But when I add 6 and 7, I get 1. What am I?",clock,spiral staircase,ticking,timeout,0
"I grow for a surface, even if you cut me. I continue to grow even after death.",human hair,wig,comb,keratin,0
"I grow for a surface, even if you cut me. I continue to grow even after death.",dandruff,comb,human hair,wig,2
"Found in many places, many shapes and sizes. Connected with landmark, history or attraction. Though I keep running day and night, I don't move out of my boundaries.",spiral staircase,lamp,train station,clock tower,3
"Found in many places, many shapes and sizes. Connected with landmark, history or attraction. Though I keep running day and night, I don't move out of my boundaries.",castle,lamp,clock tower,train station,2
"Perfect with a head, perfect without a head; Perfect with a tail, perfect without a tail; Perfect with either, neither, or both.",makeup,ponytail,hairdo,wig,3
"Perfect with a head, perfect without a head; Perfect with a tail, perfect without a tail; Perfect with either, neither, or both.",ponytail,hair,hairdo,wig,3
"Something that requires our mental skill to decode it, our imagination to understand it, our knowledge is tested to its max, it confuses us at every stage, it seems easy yet difficult, only those who are used to, will get through. What is it?",puzzle,riddle,surprise,truth,1
"Something that requires our mental skill to decode it, our imagination to understand it, our knowledge is tested to its max, it confuses us at every stage, it seems easy yet difficult, only those who are used to, will get through. What is it?",riddle,maze,surprise,puzzle,0
"Prior to smartphones, people used this to record their lives.",camcorder,recorder,camera,projector,0
"Prior to smartphones, people used this to record their lives.",recorder,projector,webcam,camcorder,3
"I can come in a can, I can come as a punch, I can come as a win, You can eat me for lunch. What am I?",radish,vegetable,tomato,beet,3
"I can come in a can, I can come as a punch, I can come as a win, You can eat me for lunch. What am I?",beet,vegetable,ginger,tomato,0
"I'm that which is seen only in darkness, Swiftest of all, and near as old as time; Day's distant brother; fire and faintness, I light without shadow -- can you solve this rhyme?",Starlight,sky,moon,Twilight,0
"I'm that which is seen only in darkness, Swiftest of all, and near as old as time; Day's distant brother; fire and faintness, I light without shadow -- can you solve this rhyme?",Fluttershy,moon,Twilight,Starlight,3
Which word in the English language becomes shorter when it is lengthened?,short,thin,impossible,simple,0
Which word in the English language becomes shorter when it is lengthened?,long,simple,short,thin,2
Teenage girls are pros at creating me. Learn me in classes. What am I?,comedy,basketball,drama,action,2
Teenage girls are pros at creating me. Learn me in classes. What am I?,drama,baseball,basketball,comedy,0
I am big and my colour is the name of a flower. Do you know who I am?,Rinoa,Esther,Elly,Marie,2
I am big and my colour is the name of a flower. Do you know who I am?,Esther,Marie,Elly,Katy,2
"Round and round, in circles I go.How it diminishes me so. For starters, I am looking great.But subject to the hand of fate. My purity has been defiled.Sent on a journey, wet and wild. Once I've been used up to the core.My twin starts the cycle once more. What am I?",bathroom tissue,surprise,tooth brush,dishwashing detergent,0
"Round and round, in circles I go.How it diminishes me so. For starters, I am looking great.But subject to the hand of fate. My purity has been defiled.Sent on a journey, wet and wild. Once I've been used up to the core.My twin starts the cycle once more. What am I?",truth,bathroom tissue,surprise,dishwashing detergent,1
"I like to learn, countless new things, and to go on a thousand adventures, and all that they bring.",Octonauts,cartoon,Pocoyo,Blippi,2
"I like to learn, countless new things, and to go on a thousand adventures, and all that they bring.",cartoon,Pocoyo,Lassie,Blippi,1
What's orange and sounds like a parrot?,tomato,watermelon,cucumber,carrot,3
What's orange and sounds like a parrot?,tomato,radish,watermelon,carrot,3
Who is the meanest goat in the west?,butch cassidy,lamp,lee marvin,Billy the Kid,3
Who is the meanest goat in the west?,lee marvin,butch cassidy,spiral staircase,Billy the Kid,3
"I repeat only the last word you say. The more I repeat, the softer I got. I cannot be seen but can be heard. What am I?",sandwich,concur,resonate,echo,3
"I repeat only the last word you say. The more I repeat, the softer I got. I cannot be seen but can be heard. What am I?",echo,concur,sandwich,pretzel,0
"In this place, people lie, people cry, and people ask why. In this place, people sleep, people weep, and people's solitude, they keep. What is it?",deck,graveyard,zombie,gy,1
"In this place, people lie, people cry, and people ask why. In this place, people sleep, people weep, and people's solitude, they keep. What is it?",permanents,zombie,graveyard,deck,2
What do you call a singing laptop?,Macbook,Apple,Lenovo,Dell,3
What do you call a singing laptop?,Lenovo,Dell,Macbook,Asus,1
"Some will use me, while others will not, some have remembered, while others have forgot. For profit or gain, I'm used expertly, I can't be picked off the ground or tossed into the sea. Only gained from patience and time, can you unravel my rhyme? What am I?",knowledge,expertise,reptiles,understanding,0
"Some will use me, while others will not, some have remembered, while others have forgot. For profit or gain, I'm used expertly, I can't be picked off the ground or tossed into the sea. Only gained from patience and time, can you unravel my rhyme? What am I?",bird,knowledge,reptiles,understanding,1
Drink like us and you'll need be excused. Sleep with us and your soul's diffused. What are we?,fish,shrimp,tuna,salmon,0
Drink like us and you'll need be excused. Sleep with us and your soul's diffused. What are we?,salmon,fish,crab,tuna,1
"""If I say I need to go to the ""can"", where am I going?""",washroom,surprise,truth,bathroom,3
"""If I say I need to go to the ""can"", where am I going?""",truth,washroom,restroom,bathroom,3
"My father have a grey horse in him yard, ride him nowhere but on him tail.",raven,hose,chimney,pipe,3
"My father have a grey horse in him yard, ride him nowhere but on him tail.",hose,chimney,pipe,Beth,2
A celebrity under the sea.,crabs,crab,shrimp,starfish,3
A celebrity under the sea.,crabs,starfish,turtle,crab,1
A donkey behind another donkey.I'm behind that second donkey.But there is a whole nation behind me. It is a murder you can describe in a word.,assassination,murderer,coup,mass murder,0
A donkey behind another donkey.I'm behind that second donkey.But there is a whole nation behind me. It is a murder you can describe in a word.,mass murder,assassination,death,coup,1
"T in the beginning t in the end and t in between, what am I?",thermos,flammable,tea pot,lightning,2
"T in the beginning t in the end and t in between, what am I?",flammable,thermos,mug,tea pot,3
"Citizenship of our country has multiple definitions.  In one definition, the implication is that we originate from the colder extremes of the planet.  At the same time it defines our charm as ""magnetic"".  In the other definition, our citizenship implies refinement or elegance, but we have to work hard at it (especially with our elbows). Who are we?",equator,poles,gypsies,ethnic minorities,1
"Citizenship of our country has multiple definitions.  In one definition, the implication is that we originate from the colder extremes of the planet.  At the same time it defines our charm as ""magnetic"".  In the other definition, our citizenship implies refinement or elegance, but we have to work hard at it (especially with our elbows). Who are we?",Antarctica,equator,poles,gypsies,2
It's real until the trick is revealed.,magic,alchemy,sky,moon,0
It's real until the trick is revealed.,witchcraft,magic,alchemy,moon,1
"My 2, 5, 3 is an explosive sound. My 4, 1, 6, 7 is to talk wildly. My whole is to accept.",requirements,marry,asking,approve,3
"My 2, 5, 3 is an explosive sound. My 4, 1, 6, 7 is to talk wildly. My whole is to accept.",requirements,approve,upload,marry,1
Salmon Perch Flounder Trout,fish,crab,salmon,tuna,0
Salmon Perch Flounder Trout,tuna,crab,fish,shrimp,2
When is 1500 plus 20 and 1600 minus 40 the same thing?,metric system,lamp,military time,est,2
When is 1500 plus 20 and 1600 minus 40 the same thing?,spiral staircase,military time,metric system,est,1
"What regularly changes shape, yet remains a sphere, is always there, but often not seen?",sun,moon,asteroid,orbit,1
"What regularly changes shape, yet remains a sphere, is always there, but often not seen?",orbit,sun,moon,jupiter,2
"A flick of the wrist, and I travel across.Leaving my mark wherever I go.I'm used to make money, but also for fun.I blend and create and cover and show.I'm made of many different materials.Of shapes and sizes, I have a variety.I'm a tool used for communication.But words I don't usually see. What am I?",toothpick,stencil,pencil,paintbrush,3
"A flick of the wrist, and I travel across.Leaving my mark wherever I go.I'm used to make money, but also for fun.I blend and create and cover and show.I'm made of many different materials.Of shapes and sizes, I have a variety.I'm a tool used for communication.But words I don't usually see. What am I?",paintbrush,stencil,razor blade,toothpick,0
"It is best to try to avoid me, as you make your way through life. But, if you chance to meet me, don't give me any strife. Just co-operate and do as I say and your suffering will be less. And you will be able to get on with your life with less damage to your flesh. When I am not actually plying my trade, I blend in with the mob. You would not be able to pick me out. My clothes give no hint to my job. But then, when I am dressed for work, I stand out like a thumb. There is  no doubt of my purpose, or why it is I've come. I wear a mask, I carry a knife, and I sometimes use a gun. And then I take your money.  Sorry, but that's how it's done. I often am a wanted man, but not by you, I trust. When finished, I often hug your spouse, but it's nothing to do with lust. It's just another part of my job.  Something I'm expected to do. Maintaining good public relations is a part of my job, too. So guess what I am, don't be afraid. You've nothing to fear from me. The more of my subjects to survive, the better my record will be.",surgeon,dentist,doctor,surgery,0
"It is best to try to avoid me, as you make your way through life. But, if you chance to meet me, don't give me any strife. Just co-operate and do as I say and your suffering will be less. And you will be able to get on with your life with less damage to your flesh. When I am not actually plying my trade, I blend in with the mob. You would not be able to pick me out. My clothes give no hint to my job. But then, when I am dressed for work, I stand out like a thumb. There is  no doubt of my purpose, or why it is I've come. I wear a mask, I carry a knife, and I sometimes use a gun. And then I take your money.  Sorry, but that's how it's done. I often am a wanted man, but not by you, I trust. When finished, I often hug your spouse, but it's nothing to do with lust. It's just another part of my job.  Something I'm expected to do. Maintaining good public relations is a part of my job, too. So guess what I am, don't be afraid. You've nothing to fear from me. The more of my subjects to survive, the better my record will be.",patient,dentist,surgeon,doctor,2
My first is twice in apple but not once in tart. My second is in liver but not in heart. My third is in giant and also in ghost. Whole I'm best when I am toast.,wig,dandruff,sheep,pig,3
My first is twice in apple but not once in tart. My second is in liver but not in heart. My third is in giant and also in ghost. Whole I'm best when I am toast.,wig,sheep,pig,cow,2
"I can be found on fingers, in toolboxes and in snails. What am I?",wax,lightning,nail,flammable,2
"I can be found on fingers, in toolboxes and in snails. What am I?",lightning,wax,nail,tooth,2
"I am in everything, I am large in numbers, I am known to most but seen by none what am I?",atom,electron,infinity,asteroid,0
"I am in everything, I am large in numbers, I am known to most but seen by none what am I?",electron,atom,nucleus,infinity,1
I can't believe it's not!,olive oil,yogurt,butter,avocado,2
I can't believe it's not!,cream cheese,yogurt,olive oil,butter,3
I sometimes lack reason but often rhyme. I'm not the best but a good way to pass time. What am I?,truth,surprise,riddle,maze,2
I sometimes lack reason but often rhyme. I'm not the best but a good way to pass time. What am I?,riddle,puzzle,maze,surprise,0
"Squishes, Squashes, Wishes I washes, Can get it in my hair, Makes me not look too fair.",concrete,pebbles,sand,mud,3
"Squishes, Squashes, Wishes I washes, Can get it in my hair, Makes me not look too fair.",dirt,mud,pebbles,concrete,1
I can make many people scream yet I can still be seen I make many things grow yet still I can melt the snow. What am I?,flammable,blood,fire,flamethrower,2
I can make many people scream yet I can still be seen I make many things grow yet still I can melt the snow. What am I?,fire,lightning,flamethrower,flammable,0
Main race. What is the anagram word?,American,British,German,Japanese,0
Main race. What is the anagram word?,British,Japanese,American,Russian,2
"Sometimes this area is visible, But more often than not it's intangible. Countries have disputed these spaces, Drawn treaties to dictate their extent. Some people are said to have none, Not knowing where to find them. They can be found in nature, Where water meets with land. It is also a peak of Nevada, The highest in that land. So find me now if you can, In the place between the beginning and the end.",respect,ground rules,boundaries,relationship,2
"Sometimes this area is visible, But more often than not it's intangible. Countries have disputed these spaces, Drawn treaties to dictate their extent. Some people are said to have none, Not knowing where to find them. They can be found in nature, Where water meets with land. It is also a peak of Nevada, The highest in that land. So find me now if you can, In the place between the beginning and the end.",personal space,relationship,boundaries,respect,2
"I have two arms and a back, Supported by four legs. But there is something I do lack, Actually, I have no eyes to see. I also cannot move around, Or at least, not on my own. Unfortunately I can make no sound, Except perhaps a squeak. If you chop off my head, You are left with a hair. If you chop off my tail, Only tea is left there. One more clue I will add, Is that you often use me. Yet you barely ever notice, In fact I'd much rather be a tree. What am I?",seat,chair,desk,dandruff,1
"I have two arms and a back, Supported by four legs. But there is something I do lack, Actually, I have no eyes to see. I also cannot move around, Or at least, not on my own. Unfortunately I can make no sound, Except perhaps a squeak. If you chop off my head, You are left with a hair. If you chop off my tail, Only tea is left there. One more clue I will add, Is that you often use me. Yet you barely ever notice, In fact I'd much rather be a tree. What am I?",wig,chair,seat,desk,1
"I can carry you around; you can carry me as well; not a living thing, yet, I run faster than as you do but not without your help. I have as many legs and hands as every man has; round are my legs: one before and the other behind. The cycle is never out of my name. What am I?",car,scooter,piston,bicycle,3
"I can carry you around; you can carry me as well; not a living thing, yet, I run faster than as you do but not without your help. I have as many legs and hands as every man has; round are my legs: one before and the other behind. The cycle is never out of my name. What am I?",scooter,bicycle,piston,carriage,1
What breaks on water but never on land?,carriage,strike,phase,wave,3
What breaks on water but never on land?,carriage,piston,wave,phase,2
"I move very slowly at an imperceptible rate, although I take my time, I am never late. I accompany life, and survive past demise, I am viewed with esteem in many women's eyes. What am I?",beard,hair,dandruff,eyebrows,1
"I move very slowly at an imperceptible rate, although I take my time, I am never late. I accompany life, and survive past demise, I am viewed with esteem in many women's eyes. What am I?",hair,wig,dandruff,beard,0
"There was a rich man in a round mansion and his daughter died. He asked the chief, did you kill my daughter? The chief said no, I was to busy making the food. He asked the maid, did you kill my daughter? The maid said no, I was to busy cleaning corners. Then the man asked the waiter, did you kill my daughter? The waiter said no, I was to busy waiting tables. Who did it?",janitor,waitress,bride,maid,3
"There was a rich man in a round mansion and his daughter died. He asked the chief, did you kill my daughter? The chief said no, I was to busy making the food. He asked the maid, did you kill my daughter? The maid said no, I was to busy cleaning corners. Then the man asked the waiter, did you kill my daughter? The waiter said no, I was to busy waiting tables. Who did it?",bride,maid,babysitter,janitor,1
I grow on a farm orange and used but then get thrown away what am i?,carrots,tomatoes,pumpkin,rhubarb,2
