riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"When one gazes at my face.I'm running, but always in place.My father helps keep me alive and well.Even with a caged bird in my cell.Every hour the bird goes free.But soon is back in captivity.Now tell me, if you can, Tell me what I am.",Cuckoo clock,x01,weird,contradictory,0
"When one gazes at my face.I'm running, but always in place.My father helps keep me alive and well.Even with a caged bird in my cell.Every hour the bird goes free.But soon is back in captivity.Now tell me, if you can, Tell me what I am.",contradictory,t-51,weird,Cuckoo clock,3
I can fill a house or fill your mouth but you can never catch me in your hands. What am I?,waterfall,vape,smoke,valley,2
I can fill a house or fill your mouth but you can never catch me in your hands. What am I?,waterfall,vaping,valley,smoke,3
"With pointed fangs it sits in wait,  With piercing force its doles out fate,  Over bloodless victims proclaiming its might,  Eternally joining in a single bite.  What am I?",stapler,tissue box,pencil,screwdriver,0
"With pointed fangs it sits in wait,  With piercing force its doles out fate,  Over bloodless victims proclaiming its might,  Eternally joining in a single bite.  What am I?",pencil,scissors,stapler,tissue box,2
I'm tall in the morning and short in the noon. I disappear at night but I will be back soon.,sky,silhouette,shadow,glow,2
I'm tall in the morning and short in the noon. I disappear at night but I will be back soon.,glow,sky,storm,shadow,3
"To Throw Me, you'd Prefer a crowd. What Am I?",caucus,club,dungeon,party,3
"To Throw Me, you'd Prefer a crowd. What Am I?",club,dungeon,independent candidates,party,3
"The more you take from me, the bigger I get. What am I?",hole,surgeon,dick,mouth,0
"The more you take from me, the bigger I get. What am I?",hole,surgeon,dentist,dick,0
"I may be of the eye,  in order I am pie, in my center there is a star, I keep medics where they are. What am I?",microsoft,iPod,tesla,apple,3
"I may be of the eye,  in order I am pie, in my center there is a star, I keep medics where they are. What am I?",iPod,tesla,android,apple,3
"I have one,you have one,we all have one,but I willl use yours more than mine. What is it?",will,name,u/,doubt,1
"I have one,you have one,we all have one,but I willl use yours more than mine. What is it?",will,doubt,alias,name,3
What are you feeling if you are ,jail,angry,sad,disappointed,2
What are you feeling if you are ,jail,angry,murderer,sad,3
What beats but inflicts no pain?,heart,before,blood,stomach,0
What beats but inflicts no pain?,blood,heart,stomach,second,1
"Three or four, I can stab through or rule the seas. You know my cousins. What am I?",skewers,spork,spoon,fork,3
"Three or four, I can stab through or rule the seas. You know my cousins. What am I?",fork,spork,chopsticks,spoon,0
I am a particular brand of candybar which contains caramel and peanuts which is smothered in chocolate.,peacock,snack,cheeseburger,snickers,3
I am a particular brand of candybar which contains caramel and peanuts which is smothered in chocolate.,peacock,cheeseburger,squirrel,snickers,3
"Full of mists and mellow fruitfulness, Close bosom-friend of the maturing sun; Conspiring with him how to load and bless.With fruit the vines that round the thatch-eaves run; To bend with apples the mossed cottage-trees, And fill all fruit with ripeness to the core; To swell the gourd, and pump the hazel shells.With a sweet Kernel; to set budding more, And still more, later flowers for the bees, Until they think warm days will never cease, For Summer has o'er-brimmed their clammy cells. What does this riddle describe?",dental floss,winter,autumn,solstice,2
"Full of mists and mellow fruitfulness, Close bosom-friend of the maturing sun; Conspiring with him how to load and bless.With fruit the vines that round the thatch-eaves run; To bend with apples the mossed cottage-trees, And fill all fruit with ripeness to the core; To swell the gourd, and pump the hazel shells.With a sweet Kernel; to set budding more, And still more, later flowers for the bees, Until they think warm days will never cease, For Summer has o'er-brimmed their clammy cells. What does this riddle describe?",autumn,duct tape,solstice,dental floss,0
I am a shape that is very close to impossible to draw me perfectly i'm used in this riddle. What am I?,circle,triangle,valley,waterfall,0
I am a shape that is very close to impossible to draw me perfectly i'm used in this riddle. What am I?,square,waterfall,triangle,circle,3
A toasty and crunchy cereal would be pointless without this spice.,cream cheese,basil,cinnamon,hazelnut,2
A toasty and crunchy cereal would be pointless without this spice.,garlic,cinnamon,basil,cream cheese,1
This is a baked snack that is traditionally twisted into a unique knotlike shape.,sandwich,pretzel,fries,doughnut,1
This is a baked snack that is traditionally twisted into a unique knotlike shape.,sandwich,doughnut,hamburger,pretzel,3
"If you look you cannot see me. If you see me you cannot see anything else. I can make anything you want happen, but later everything goes back to normal. What am I?",logic,figment,imagination,emotions,2
"If you look you cannot see me. If you see me you cannot see anything else. I can make anything you want happen, but later everything goes back to normal. What am I?",logic,figment,imagination,creativity,2
A sign for this special building. Might only show its first letter. It is where you will get taken. When injured so you get better. What is it?,clinic,ICU,hospital,doctor,2
A sign for this special building. Might only show its first letter. It is where you will get taken. When injured so you get better. What is it?,ambulance,hospital,ICU,clinic,1
"Sometimes I bring happiness, To people who are unhappy. When you're beneath the ground .I lay on your mound. I bloom all day long.Till the moon shines bright. And I sit in the light.All day and all night.",edibles,comma,flower,hyphen,2
"Sometimes I bring happiness, To people who are unhappy. When you're beneath the ground .I lay on your mound. I bloom all day long.Till the moon shines bright. And I sit in the light.All day and all night.",hyphen,flower,distillate,comma,1
"I have more shoes than anybody, but less feet than everyone. I am met in the morning, but departed in the night. I may shake as if I'm angry, but I won't bite. What am I?",door,hands,gum,ground,3
"I have more shoes than anybody, but less feet than everyone. I am met in the morning, but departed in the night. I may shake as if I'm angry, but I won't bite. What am I?",tobacco,ground,hands,door,1
"How a big, hibernating mammal would show affection.",headlock,pillow,bear hug,tissue box,2
"How a big, hibernating mammal would show affection.",headlock,headbutt,bear hug,pillow,2
I'm a toy.and a party. I even sound like a cry. What am I?,chicken,ball,goal line,backboard,1
I'm a toy.and a party. I even sound like a cry. What am I?,chicken,avocado,backboard,ball,3
"When I looked In the lake, I saw my reflection, but yet I disappear from every picture I take. What am I?",silhouette,ghost,sky,zombie,1
"When I looked In the lake, I saw my reflection, but yet I disappear from every picture I take. What am I?",ghost,silhouette,zombie,hologram,0
A colorful cuisine without flesh.,salad,spinach,vegetable,broccoli,2
A colorful cuisine without flesh.,broccoli,vegetable,tomatoes,spinach,1
"I surround you but I'm not clothes. I am everywhere but I don't take up space. I'm not always here, yet you can use a man-made form of me. I can go through glass but the glass will look just the same. What am I?",contradictory,light,darkness,sun,1
"I surround you but I'm not clothes. I am everywhere but I don't take up space. I'm not always here, yet you can use a man-made form of me. I can go through glass but the glass will look just the same. What am I?",darkness,contradictory,light,weird,2
"The earth is black and white to me.Other colors I can not see.Some call me man's best friend.Give me a bone, a lick I'll lend. What am I?",dog,sky,puppy,cat,0
"The earth is black and white to me.Other colors I can not see.Some call me man's best friend.Give me a bone, a lick I'll lend. What am I?",sky,dog,silhouette,puppy,1
What country makes you shiver?,Chile,Australia,Portugal,Mexico,0
What country makes you shiver?,Australia,Chile,Mexico,Brazil,1
"People hang me, people frame, people burn me. -What am I?",thumbnail,selfie,hyphen,picture,3
"People hang me, people frame, people burn me. -What am I?",thumbnail,picture,comma,hyphen,1
"I speak many words.That you sometimes cannot say; I can be moving and.Emotional, exhilarating, Horrifying, and anything in between. I can stun, amaze, make your.Mind wander. I've been the source of mystery.For ages, and I will.Always be close to your heart.If you value me.",thumbnail,picture,comma,hyphen,1
"I speak many words.That you sometimes cannot say; I can be moving and.Emotional, exhilarating, Horrifying, and anything in between. I can stun, amaze, make your.Mind wander. I've been the source of mystery.For ages, and I will.Always be close to your heart.If you value me.",picture,selfie,thumbnail,hyphen,0
"I am something with many pages, with stories that come from many ages, The words I bare come from someone mighty, No one can defeat him, oh not even slightly. People say they believe in me, but barely anyone does, they think i am a flea",bible,sister,gospel,daughter,0
"I am something with many pages, with stories that come from many ages, The words I bare come from someone mighty, No one can defeat him, oh not even slightly. People say they believe in me, but barely anyone does, they think i am a flea",sister,bible,old testament,gospel,1
I get shorter the more I'm used but I'm not a pencil. I'm made of wax but I'm not a crayon. I can help you see in the dark but I'm not a flashlight. I'm often found on a birthday cake but I'm not icing. What am I?,wind,candle,torch,comma,1
I get shorter the more I'm used but I'm not a pencil. I'm made of wax but I'm not a crayon. I can help you see in the dark but I'm not a flashlight. I'm often found on a birthday cake but I'm not icing. What am I?,candle,hyphen,comma,torch,0
"In wealth I abound; in water I stand; As a fencer I'm valued all over the land; At Venice I'm famous; by farmers I'm prized; Respected by law, yet huntsmen despised; Consternation and ruin ensue when I break; And the beasts of the forest advantage won't take.",bank,accountant,debt,credit union,0
"In wealth I abound; in water I stand; As a fencer I'm valued all over the land; At Venice I'm famous; by farmers I'm prized; Respected by law, yet huntsmen despised; Consternation and ruin ensue when I break; And the beasts of the forest advantage won't take.",debt,accountant,bank,checking account,2
"My 1, 10, 5, 3 is a child's toy. My 11, 9, 10, 7, 8, 2 is neither a vegetable nor mineral. My 4, 2, 8, 9 is also my goal. My 6, 11, 1 is a mighty tree. My whole is a compulsion to take a lot.",serial killer,kleptomania,schizophrenia,loneliness,1
"My 1, 10, 5, 3 is a child's toy. My 11, 9, 10, 7, 8, 2 is neither a vegetable nor mineral. My 4, 2, 8, 9 is also my goal. My 6, 11, 1 is a mighty tree. My whole is a compulsion to take a lot.",schizophrenia,serial killer,kleptomania,psychopathy,2
"Not even the toughest person can touch it or even get near. However, it can be seen by everyone. Everyone knows about it, and they know it can cause problems, but people can use it to their advantage. What is it?",Friday,moon,sun,Thursday,2
"Not even the toughest person can touch it or even get near. However, it can be seen by everyone. Everyone knows about it, and they know it can cause problems, but people can use it to their advantage. What is it?",Friday,moon,night sky,sun,3
Makes apples fall from trees.,gravity,air resistance,buoyancy,geometry,0
Makes apples fall from trees.,gravity,air resistance,helium balloon,geometry,0
"I go in dry and come out wet, The longer I’m in, the stronger I get. What am I?",plastic bottle,ankles,toe,tea bag,3
"I go in dry and come out wet, The longer I’m in, the stronger I get. What am I?",toe,boiling water,plastic bottle,tea bag,3
"Mike, Jack, and Jim were triplets. When they were ten a mysterious lady gave them each tickets and said they were time tickets good for a round trip to any time and place. Jim immediately used his ticket to go to 10 mins in the past to get a popsicle. After that he traveled forward 10 mins to the present time. 10 years later Mike used his ticket to travel 30 mins into the past to try and stop a car crash that killed his girlfriend. After he did that he realized he lost his ticket so he just let time catch up to him. 12 years later Jack used his ticket to travel exactly 100 years into the future to see how far tech has advanced. after spending a year in this time he goes back exactly 100 years back into the present. Who is the oldest sibling now?",recorder,speaker,Chris,Mike,3
"Mike, Jack, and Jim were triplets. When they were ten a mysterious lady gave them each tickets and said they were time tickets good for a round trip to any time and place. Jim immediately used his ticket to go to 10 mins in the past to get a popsicle. After that he traveled forward 10 mins to the present time. 10 years later Mike used his ticket to travel 30 mins into the past to try and stop a car crash that killed his girlfriend. After he did that he realized he lost his ticket so he just let time catch up to him. 12 years later Jack used his ticket to travel exactly 100 years into the future to see how far tech has advanced. after spending a year in this time he goes back exactly 100 years back into the present. Who is the oldest sibling now?",Mike,speaker,Michael,recorder,0
The state of holding a person in your person.,woman,pregnant,infertile,daughter,1
The state of holding a person in your person.,pregnant,preggo,infertile,daughter,0
What is as big as you are and yet does not weigh anything?,glow,storm,shadow,sky,2
What is as big as you are and yet does not weigh anything?,silhouette,shadow,glow,storm,1
I hold a key but open no doors. I am a guide that unlocks passage throughout the world. What am I?,map,atlas,compass,island,0
I hold a key but open no doors. I am a guide that unlocks passage throughout the world. What am I?,map,compass,atlas,waypoint,0
What key is the hardest to turn?,Hawaii,donkey,goat,horse,1
What key is the hardest to turn?,horse,Hawaii,donkey,Maine,2
"I am an object, everywhere I go people clap for me. What am I?",wasps,ant,mosquito,bird,2
"I am an object, everywhere I go people clap for me. What am I?",bird,housefly,mosquito,wasps,2
What always goes left but constantly goes down.,bong,joint,duct tape,blunts,1
What always goes left but constantly goes down.,blunts,dental floss,joint,bong,2
Why don't ants wear gloves?,no,yeah,duh,who?,2
Why don't ants wear gloves?,fuck,yeah,duh,who?,2
Think highly of,toothpick,toes,eyeball,finger,3
Think highly of,tongue,toothpick,eyeball,finger,3
"It can pierce the best armor and make swords crumble with a rub, yet for all its power It can't harm a wooden club.",wood,corrosion,rust,clear coat,2
"It can pierce the best armor and make swords crumble with a rub, yet for all its power It can't harm a wooden club.",corrosion,rust,engine,wood,1
They put the heat in pop tarts,oven,pancakes,bread,toaster,3
They put the heat in pop tarts,toaster,microwave,bread,pancakes,0
"A Lady was found dead in a park. There was a note on the lady, it read: 1491011. The suspects were Jason, Miranda, Sal, and Timmy. The police knew who it was right away. Who was it?",Chris,daughter,Jason,sister,2
"A Lady was found dead in a park. There was a note on the lady, it read: 1491011. The suspects were Jason, Miranda, Sal, and Timmy. The police knew who it was right away. Who was it?",Chris,sister,Jason,David,2
"Some try to hide, some try to cheat but time will show we always will meet.",suffocation,suicide,death,decapitation,2
"Some try to hide, some try to cheat but time will show we always will meet.",decapitation,suffocation,assassination,death,3
What kind of can never needs a can-opener?,bird,toucan,birb,flamingo,1
What kind of can never needs a can-opener?,flamingo,eagle,toucan,bird,2
What comes once a day but leaves every morning?,silhouette,evening,sky,night,3
What comes once a day but leaves every morning?,sky,morning,evening,night,3
We hurt without moving. We poison without touching. We bear the truth and the lies. We are not to be judged by our size. What are we?,daughter,syllables,words,sister,2
We hurt without moving. We poison without touching. We bear the truth and the lies. We are not to be judged by our size. What are we?,words,syllables,meanings,daughter,0
"At fires I attend, I am a kitchen friend; When my nose I blow, How the embers glow! When the wind compels, How my belly swells. What am I?",flange,bellows,pulleys,jingle,1
"At fires I attend, I am a kitchen friend; When my nose I blow, How the embers glow! When the wind compels, How my belly swells. What am I?",lantern,bellows,pulleys,jingle,1
Who always enjoys poor health?,doctor,surgeon,patient,psychiatrist,0
Who always enjoys poor health?,patient,dentist,doctor,surgeon,2
"What has a spine, tail, and leash but isn't a dog?",kite,backstab,flank,melee,0
"What has a spine, tail, and leash but isn't a dog?",flank,jungle,kite,melee,2
"I hover out there in darkness unseen. I will shred things to pieces 'till they're just smithereens. I might serve as a gateway to places unspoken, Yet I'm sealed off to man, forever unbroken. I twist and distort, only darkness escapes, I destroy all I find.Whatever I take.",sky,black hole,event horizon,silhouette,1
"I hover out there in darkness unseen. I will shred things to pieces 'till they're just smithereens. I might serve as a gateway to places unspoken, Yet I'm sealed off to man, forever unbroken. I twist and distort, only darkness escapes, I destroy all I find.Whatever I take.",silhouette,solar system,black hole,event horizon,2
The go-to weapon for science fiction heroes.,beam,eyeball,blaster,laser,3
The go-to weapon for science fiction heroes.,beam,laser,cannon,blaster,1
I may be high.I'm not real low.Sometimes fast.Sometimes slow.You can't reach me.But you can see me. What am I?,clouds,meteors,sky,sun,0
I may be high.I'm not real low.Sometimes fast.Sometimes slow.You can't reach me.But you can see me. What am I?,sunset,clouds,meteors,sky,1
I am green but not a tree And I grow around the world What am I?,grass,valley,waterfall,asphalt,0
I am green but not a tree And I grow around the world What am I?,grass,valley,waterfall,lawn,0
I am given away as an indicator of pleasure. If you have a good one of me then you're in for some treasure. Silver and Ed I will help you to measure. If you're having trouble with this I will help at my leisure. What am I?,finger,waterfall,palm,hand,3
I am given away as an indicator of pleasure. If you have a good one of me then you're in for some treasure. Silver and Ed I will help you to measure. If you're having trouble with this I will help at my leisure. What am I?,hand,finger,palm,valley,0
What do you call a naughty turkey?,lunch,breakfast,dinner,supper,2
What do you call a naughty turkey?,breakfast,brunch,dinner,lunch,2
You can keep me safe.You can keep me dry.But never hold me.As I will surely cry. By candle power.Or light of the Sun.I am a building block one day.And then I am gone,puck,lava,ice,glacier,2
You can keep me safe.You can keep me dry.But never hold me.As I will surely cry. By candle power.Or light of the Sun.I am a building block one day.And then I am gone,puck,glacier,snow,ice,3
It is the assumed nocturnal symbol of Mr. Wayne. What is it?,shoulder,hitter,bat,pillow,2
It is the assumed nocturnal symbol of Mr. Wayne. What is it?,bat,hitter,homerun,pillow,0
"I am up when you are down.Look hard and you may see a clown.Most times I am blue.But that does not always hold true. You look up at me when you pray.I am never very far away.But I'm not something you can touch.Do you know what I am, or is this too much",clouds,moon,sun,sky,3
"I am up when you are down.Look hard and you may see a clown.Most times I am blue.But that does not always hold true. You look up at me when you pray.I am never very far away.But I'm not something you can touch.Do you know what I am, or is this too much",clouds,sun,sky,horizon,2
"Who is that with a neck and no head, two arms and no hands? What is it?",jacket,scarf,hoodie,shirt,3
"Who is that with a neck and no head, two arms and no hands? What is it?",hoodie,scarf,shirt,pants,2
"This is an old American riddle from 1500-1900 AD. Down under the hill there was a mill; In the mill there was a chest, And in the chest there was a till; In the till there was a cup, And in the cup there was a drop. No man could drink it, No man could eat it, No man could do without it.",stomach,heart,blood,second,1
"This is an old American riddle from 1500-1900 AD. Down under the hill there was a mill; In the mill there was a chest, And in the chest there was a till; In the till there was a cup, And in the cup there was a drop. No man could drink it, No man could eat it, No man could do without it.",second,heart,blood,before,1
They say each one is totally unique.,bigot,snowflake,haters,fragile,1
They say each one is totally unique.,faggot,fragile,bigot,snowflake,3
I can precede a bug.I can precede a child.I can be held dear.I can be wild.I can be an affair to remember.I can be less.That's it for now. can you guess???,hate,adore,love,envy,2
I can precede a bug.I can precede a child.I can be held dear.I can be wild.I can be an affair to remember.I can be less.That's it for now. can you guess???,adore,gorgeous,love,envy,2
"I have no particular shape or size, I am usually dark and I am often used to disguise, Within me people may hide, Yet I am always near your side. What am I?",glow,storm,shadow,sky,2
"I have no particular shape or size, I am usually dark and I am often used to disguise, Within me people may hide, Yet I am always near your side. What am I?",glow,sky,silhouette,shadow,3
"Kills the bad ones and the sad ones. Tightens to fit, so one size fits.",gallows,noose,hanging,rope,1
"Kills the bad ones and the sad ones. Tightens to fit, so one size fits.",noose,gallows,handcuffs,hanging,0
A king without a crown.,bear,tiger,lion,hyena,2
A king without a crown.,tiger,wolf,hyena,lion,3
"I turn polar bears white. And I will make you cry.I make guys have to pee. And girls comb their hair.I make celebrities look stupid. And normal people look like celebrities.I turn pancakes brown. And make your champagne bubble.If you squeeze me, I'll pop.If you look at me, you'll pop.Can you answer this riddle?",wealth,friction,pressure,tension,2
"I turn polar bears white. And I will make you cry.I make guys have to pee. And girls comb their hair.I make celebrities look stupid. And normal people look like celebrities.I turn pancakes brown. And make your champagne bubble.If you squeeze me, I'll pop.If you look at me, you'll pop.Can you answer this riddle?",pressure,electricity,tension,friction,0
Spelled one way it mows the lawn spelled another you put it on,goat,cow,gum,tobacco,0
Spelled one way it mows the lawn spelled another you put it on,gum,sheep,cow,goat,3
I smash but I never hurt you. Give me your unwanted items and I will eat them and take them so you can get more. Some people might not like me while others may but I still come around on certain days. What am I?,garbage truck,curb,school bus,driveway,0
I smash but I never hurt you. Give me your unwanted items and I will eat them and take them so you can get more. Some people might not like me while others may but I still come around on certain days. What am I?,hearse,garbage truck,curb,school bus,1
What do you call a snowman in summer?,ocean,grape,cucumber,water,3
What do you call a snowman in summer?,water,cucumber,sediment,ocean,0
"I'm on the Earth. I'm in the sky. Without me dearth, Thirsty and dry.  What am I ?",ocean,water,sediment,grape,1
"I'm on the Earth. I'm in the sky. Without me dearth, Thirsty and dry.  What am I ?",grape,ocean,water,cucumber,2
"""What is an ""NME""?""",ally,enemy,metaphor,ult,1
"""What is an ""NME""?""",ally,enemy,ult,contradictory,1
What is lighter than what it is made of?,ice,puck,lava,snow,0
What is lighter than what it is made of?,lava,ice,glacier,puck,1
What did the robber get his wife for her birthday?,took,tissue box,stole,killed,2
What did the robber get his wife for her birthday?,tissue box,pillow,stole,killed,2
"There are 8 men on a couch, three legs break and 6 men leave. How many legs are there?",six,five,three,four,1
"There are 8 men on a couch, three legs break and 6 men leave. How many legs are there?",five,three,two,six,0
"A man, his two daughters, a butler, and a maid are living in a round house. One day, the man was murdered. Using the following information, who did it and how?  The two daughters were playing ball when their father was murdered. The maid was making sandwiches while the man was murdered. The butler was sweeping the corners when the man was murdered.",boogie,ingram,butler,Humphrey,2
"A man, his two daughters, a butler, and a maid are living in a round house. One day, the man was murdered. Using the following information, who did it and how?  The two daughters were playing ball when their father was murdered. The maid was making sandwiches while the man was murdered. The butler was sweeping the corners when the man was murdered.",Humphrey,butler,simmons,boogie,1
"Half-way up the hill, I see thee at last. Lying beneath me with thy sounds and sights - A city in the twilight, dim and vast, With smoking roofs, soft bells, and gleaming lights. What is it?",past,future,breath,history,0
"Half-way up the hill, I see thee at last. Lying beneath me with thy sounds and sights - A city in the twilight, dim and vast, With smoking roofs, soft bells, and gleaming lights. What is it?",hindsight,future,breath,past,3
Some people work furiously .getting me out of their skin. But when I'm almost gone .They just take me back in again.,cartoon,sweat,television,snot,1
Some people work furiously .getting me out of their skin. But when I'm almost gone .They just take me back in again.,ol,sweat,television,snot,1
It can look like a TIt can look like an XThey can be found on chains. Hung around peoples necks. What is it?,cross,Atlantic,highway,wander,0
It can look like a TIt can look like an XThey can be found on chains. Hung around peoples necks. What is it?,Atlantic,border,wander,cross,3
The homes of tiny creatures that collect in corners if you aren't vigilant about dusting.,web,backend,frontend,tablet,0
The homes of tiny creatures that collect in corners if you aren't vigilant about dusting.,web,Facebook,tablet,backend,0
"My first half is a thick, dark, sticky substance. My last half means 'to acquire.'  . What am I?",highway,target,department store,goodwill,1
"My first half is a thick, dark, sticky substance. My last half means 'to acquire.'  . What am I?",Atlantic,goodwill,target,highway,2
What do you call a magic owl?,Howlin' Wolf,duh,god,Whodini,3
What do you call a magic owl?,Howlin' Wolf,Mavis Staples,Whodini,god,2
"I am cute, little, white and have dimples all over, What am I?",rein,avocado,golf ball,bong,2
"I am cute, little, white and have dimples all over, What am I?",golf ball,rein,bong,chicken,0
"I did not come about by birth or creation, I am found in every land and in every nation, I am what people want when they consume food, The lack of me prevents people from doing what they ordinarily would. What am I?",everything,energy,none,veins,1
"I did not come about by birth or creation, I am found in every land and in every nation, I am what people want when they consume food, The lack of me prevents people from doing what they ordinarily would. What am I?",none,blues,everything,energy,3
You go into the woods to get it. Then you sit down to find it. Then you go home because you couldn't find it.,claw,fracture,fingernail,splinter,3
You go into the woods to get it. Then you sit down to find it. Then you go home because you couldn't find it.,axe,fingernail,claw,splinter,3
My first is a man-made voice conveyor.My second was a president slayer.My whole is supplied by a communications purveyor. What am I?,doubt,telephone booth,weeping angel,payphone,1
My first is a man-made voice conveyor.My second was a president slayer.My whole is supplied by a communications purveyor. What am I?,telephone booth,weeping angel,payphone,will,0
What do you get when you cross a vampire and teacher?,endocrinologist,colonoscopy,blood test,kidney,2
What do you get when you cross a vampire and teacher?,endocrinologist,kidney,blood test,urine,2
"I am often described as, A smooth talker who keeps on trekking, I don't stop until the end of the day, That's why I'm always sweating. My strength is so immense, My physique a blood-tangled mesh, And while fellow knights wear armour of fresh snow spray, And as they catch and torture prey, My body really tastes the flesh. I love to dance and prance around, My whole life is a party rave, My only drawback and lack of freedom, Is I'm tied down at the depth of a cave. Sometimes when I talk I'm serious, Often I just roll about, But when feeling as merry as cupid, I really start to say something stupid, I even manage to get my knights knocked out. I often greet random, unknown people, Sometimes I have to say bye, But still I keep on moving in my dampness, Can you guess - WHAT AM I??",mouth,tounge,lips,tongue,3
"I am often described as, A smooth talker who keeps on trekking, I don't stop until the end of the day, That's why I'm always sweating. My strength is so immense, My physique a blood-tangled mesh, And while fellow knights wear armour of fresh snow spray, And as they catch and torture prey, My body really tastes the flesh. I love to dance and prance around, My whole life is a party rave, My only drawback and lack of freedom, Is I'm tied down at the depth of a cave. Sometimes when I talk I'm serious, Often I just roll about, But when feeling as merry as cupid, I really start to say something stupid, I even manage to get my knights knocked out. I often greet random, unknown people, Sometimes I have to say bye, But still I keep on moving in my dampness, Can you guess - WHAT AM I??",tongue,tounge,hole,lips,0
What runs without legs?,ocean,water,sediment,cucumber,1
What runs without legs?,ocean,water,sediment,grape,1
"I'm powerful enough to clean most anything, Yet gentle enough to eat. I'm used to make an explosion of sorts, Yet can be found at millions of stores worldwide. I can kill grass, And even tenderize your meat. I can clean up even the smelliest stench, and soften your fabrics. What am I?",detergent,dish soap,skittles,baking soda,3
"I'm powerful enough to clean most anything, Yet gentle enough to eat. I'm used to make an explosion of sorts, Yet can be found at millions of stores worldwide. I can kill grass, And even tenderize your meat. I can clean up even the smelliest stench, and soften your fabrics. What am I?",baking soda,dish soap,skittles,beer,0
"Sally has four classes, Science, Math, English Language Arts, and History. She had a test in every class, and wanted to have some fun, so she did all of her tests in French. When she received her tests back, only one teacher could understand her work. If none of Sally's teachers spoke French, which teacher was able to understand the test and how did they understand it?",geometry,middle school,Math teacher,arithmetic,2
"Sally has four classes, Science, Math, English Language Arts, and History. She had a test in every class, and wanted to have some fun, so she did all of her tests in French. When she received her tests back, only one teacher could understand her work. If none of Sally's teachers spoke French, which teacher was able to understand the test and how did they understand it?",arithmetic,geometry,grader,Math teacher,3
"My first, because of others, is deferred.My second, a place where rest is assured.My whole, a course of action unpreferred. What am I?",dentist,premises,last resort,surgeon,2
"My first, because of others, is deferred.My second, a place where rest is assured.My whole, a course of action unpreferred. What am I?",dentist,premises,last resort,medical attention,2
"I'm strong, but I'm not known for my good looks. I'm popular with the ladies, especially good cooks. I'm thin-skinned from my head to my toes. Some see me in the paper and turn up their nose, Because I'm famous as ""The Stinking Rose."". Who, or what, am I?",olive oil,garlic,thyme,spinach,1
"I'm strong, but I'm not known for my good looks. I'm popular with the ladies, especially good cooks. I'm thin-skinned from my head to my toes. Some see me in the paper and turn up their nose, Because I'm famous as ""The Stinking Rose."". Who, or what, am I?",tomatoes,olive oil,garlic,thyme,2
"I am a number but I am countless, I am compared with other things but nothing compares to me. What am I?",avengers,infinity,cube,cardinality,1
"I am a number but I am countless, I am compared with other things but nothing compares to me. What am I?",cube,infinity,infinite,cardinality,1
Where will you land if you jump off a two storey building?,ambulance,doctor,hospital,ICU,2
Where will you land if you jump off a two storey building?,clinic,ICU,hospital,doctor,2
"Some men struggle against me, others cheer my victory. My allies' work is often covert. My children run rampant. Spreading my influence over mountains and valleys. My foes are crushed without prejudice. Belenus can be a friend or foe. Chac can have disastrous effects on my travels.",valley,grass,asphalt,waterfall,1
"Some men struggle against me, others cheer my victory. My allies' work is often covert. My children run rampant. Spreading my influence over mountains and valleys. My foes are crushed without prejudice. Belenus can be a friend or foe. Chac can have disastrous effects on my travels.",waterfall,lawn,asphalt,grass,3
"I am the result of a creative mind, and I keep evolving through time, I can be written down on a paper, but it wont be with a common letter, I am experienced through a clever design, but still I can get stuck in your mind. What am I?",melody,urine,instrumental,riff,0
"I am the result of a creative mind, and I keep evolving through time, I can be written down on a paper, but it wont be with a common letter, I am experienced through a clever design, but still I can get stuck in your mind. What am I?",riff,kidney,urine,melody,3
An accessory sported by many construction workers.,jail,visor,hard hat,safety glasses,2
An accessory sported by many construction workers.,hard hat,visor,safety glasses,murderer,0
Straw straw straw straw,pillow,little mermaid,last straw,tissue box,2
Straw straw straw straw,tissue box,little mermaid,last straw,wonder years,2
"I can be huge, or I can be small. I can be long like a sausage, or round like a ball. I might stay with you, or I might travel for miles. For those of few years, I always bring smiles. What am I?",balloon,gravity,blimp,poison,0
"I can be huge, or I can be small. I can be long like a sausage, or round like a ball. I might stay with you, or I might travel for miles. For those of few years, I always bring smiles. What am I?",blimp,parachute,balloon,gravity,2
Tree Juice Pie Sauce,Android,iPod,Apple,Tesla,2
Tree Juice Pie Sauce,microsoft,Android,iPod,Apple,3
I am bouncy but I am not round. I can be above or in the ground. What am I?,swimming pool,frisbee,rollerblades,trampoline,3
I am bouncy but I am not round. I can be above or in the ground. What am I?,swimming pool,rollerblades,sled,trampoline,3
"A vital organ.Or Newlywed's pad.Whole, it shows love, Broken means sad.",heart,stomach,blood,second,0
"A vital organ.Or Newlywed's pad.Whole, it shows love, Broken means sad.",blood,second,before,heart,3
What smells the best at thanksgiving dinner?,nose,chin,forehead,throat,0
What smells the best at thanksgiving dinner?,nose,lips,forehead,throat,0
"This for is a baked dish of fruit, or meat and vegetables, typically with a top and base of pastry.",pie,burgers,pancakes,s8,0
"This for is a baked dish of fruit, or meat and vegetables, typically with a top and base of pastry.",burgers,pie,pancakes,slices,1
"""What does the ""M"" in ""WOM"" stand for?""",mouth,eyelids,hand,cheeks,0
"""What does the ""M"" in ""WOM"" stand for?""",hand,mouth,tongue,eyelids,1
